purchases;credit_limit
154.45;4000
113;4000
0;1500
0;4000
0;4000
0;4000
276.79;3000
0;1200
862.74;1000
0;1000
639.29;1500
143.75;1500
228.84;4000
153.6;1000
797.2;1200
192.96;2000
531.24;1000
582.94;2000
415.47;3000
70.77;2500
80.75;2000
266.1;4000
0;2000
853.44;3000
100.5;3000
106.98;2500
441.18;3000
427.98;1500
550;2000
568.5;2000
454.13;4000
280.04;2500
49;500
95;2500
558.18;1000
236.4;2500
978.26;1500
185.02;2500
2234.02;2000
674.52;2500
425;2000
0;1400
8209.77;10000
1131.46;3000
283.8;2500
0;2000
0;1000
667;2500
1333.75;1000
944.44;1500
0;1000
0;500
350.02;1000
2812.69;1000
661.3;1200
1102.72;1200
470.65;3000
0;1200
334.85;3000
2395.92;3500
138.8;1500
0;1500
190.2;1500
360.96;1000
2260.29;1800
0;3000
275.86;1200
118.2;2000
0;2500
251.5;1200
0;1500
1729.67;1200
108;1000
484.68;1000
150.3;1000
0;2000
250;1800
257.49;1500
0;1200
0;500
649.5;1000
0;1200
0;1200
0;3000
0;1200
604.33;8000
93.34;1500
0;3500
300;1000
581.28;1000
1022.41;1200
1446.48;2000
511;1400
0;1500
1083;1200
45;1000
387.68;2000
84.24;1500
0;6000
0;1200
0;500
295.92;1000
269.9;1500
1629.83;1200
208.61;1000
150.24;1500
52.68;500
218.28;1000
0;500
255.6;1500
0;500
383.81;1500
4061.96;500
0;1200
2339.3;500
266.68;1000
0;500
219.8;2500
1819;1200
575.3;1500
111.3;1200
277.44;1000
56.51;1000
69;1500
616.67;500
312.48;1000
0;1200
0;3500
258.5;1000
750;1300
379.32;1000
1429.54;700
458.76;1000
599;1000
450;1200
85;3000
52.5;500
264.8;1000
210;500
479.71;3000
0;1400
216.12;1000
60;1000
256.69;1200
1560;1000
182.27;1500
0;2500
0;1200
0;1200
0;500
0;3000
1873.56;1000
0;3000
156.6;1000
0;1200
305.84;1000
483.27;500
146.5;500
526.04;1500
218.59;500
540;1000
0;1500
2477.68;2000
4947.32;3000
0;1500
370.56;1500
13;1500
113;1500
427.36;1000
49.85;500
1233.28;2000
1042.4;2000
387.32;1200
0;3000
359.24;1500
94.12;1000
0;1200
0;1200
258;1000
0;4000
0;1200
0;1500
260.4;1500
755;2000
824.5;1500
621.11;6000
0;3000
0;500
117.68;1500
0;3000
8053.95;2000
0;1200
500;5000
0;1200
1350.7;1500
0;1500
167.37;1000
1060.5;1000
209.2;500
2397.05;2500
0;500
0;4500
102.66;1500
900;1000
388.5;1000
538.41;1500
0;9000
293.4;1000
1875.18;1200
354.63;1200
192.23;2000
117.65;1500
419.4;1000
1485;1000
0;2500
729.6;1000
555.66;1500
1006;500
1833.34;1000
57;1500
0;1500
428;3000
368.28;1000
0;1500
808.99;1000
2463;3000
1814.3;6500
562.42;1800
60;1000
297.02;1000
0;3000
0;1200
222;1500
0;500
82;1000
0;1500
285.24;1000
2000;1200
5633.83;9000
1370;1400
153;1500
0;5000
1099;1000
605.52;1500
472.75;13000
554.1;1200
0;6000
1200;3000
441.5;1000
3950;3150
213.95;1500
390;1500
228;1000
0;500
336;1000
389.7;1000
0;500
401.76;1500
0;4000
2918.08;3000
295;1000
909.3;1000
467.35;1000
120.56;1500
149;1200
2252.32;2500
370;500
294.98;1500
365;1500
421.96;1000
1045.14;9000
443.3;1000
0;1500
124;1000
265;1000
338;9000
446.05;1000
202.4;1000
0;3000
500;1200
0;1200
0;1500
590;1500
0;500
107.6;1000
70;500
320;2500
562.5;1000
150;1500
1170;1000
0;1000
573.2;500
0;500
635.02;2400
0;1200
786;1000
245.01;2500
160.8;3000
634.55;1000
163.4;1500
429;1000
95.6;1000
1943;500
0;1200
283.3;1000
0;5000
397.8;500
379;1000
95;500
427.1;1000
83.43;1500
394.8;1000
364.8;500
0;1200
0;7000
154.64;1500
0;500
60;2000
135;1000
352.83;1000
0;2500
207.54;1000
318.05;1200
343.99;1000
522.5;1500
450;1000
654.84;1500
388.44;1000
235.71;1500
0;2500
306.25;1500
0;1200
0;500
63.4;500
0;500
510;1000
1337.34;3000
1006.69;1000
1843;1000
149.8;3000
1173.28;5000
787.4;3000
368.34;1200
0;500
2000;2000
590.8;3000
0;3000
264.4;1000
1112.07;1500
252;2000
96.64;1500
799;1000
0;1200
123.5;1500
0;1200
45;500
0;500
1387.6;1000
1320;10000
50;3000
94.71;1500
210.48;1000
360;1000
1150;1200
336;4000
690.4;2000
251.55;500
246.64;1000
600;1000
0;500
791.18;3000
793.28;1000
585;1000
274;1000
585.84;1000
422.21;1000
207.28;1000
385.26;500
163.31;1000
0;1200
441;1000
81.2;500
1105.74;2500
0;500
1142.12;1000
0;500
171;1500
0;500
384.81;1000
85.89;1000
1208.28;2000
492.03;1000
180.25;1000
0;500
280;1000
161.46;1500
958.8;1200
291.62;2000
2806.78;1200
550;500
0;500
176.25;1500
0;500
181.62;1500
947.21;1500
580.65;1000
340;1000
80.7;1000
116.1;1500
212.87;1000
750;1000
465;1000
693.42;1000
520;1000
103.32;1500
0;2000
78;1000
173.6;1500
0;2500
155;1000
152;1500
0;2000
57.42;1500
145.98;1500
1898.88;1200
74;3000
418.59;1000
580;1500
315.2;1000
500;1000
0;1500
84;1000
235.8;1500
180;1000
619.6;1000
110.5;1500
465.9;1500
712.5;1000
0;1000
0;1200
734.4;1000
591.24;1000
214.55;9000
113.28;1000
20.9;500
1012.73;4000
291.12;1000
300;1000
144.4;1000
0;500
1093.25;1200
