continent2,review
Asia,"We were a bit weary about visiting due to people talking about getting bitten, aggressive monkeys etc but once in Ubud we decided to go anyway as we didnâ€™t want to miss out. We went late afternoon as weâ€™d heard this was when the monkeys are more calm as theyâ€™ve been fed all day and overall, it was a fantastic experience. The monkeys were good fun.

However, common sense must prevail. First of all, you are in their habitat so youâ€™ve got to know that and respect it when you visit - theyâ€™re wild animals.

If you stand about holding things in your hand, thereâ€™s a good chance a monkey will swoop and grab it off you, so just donâ€™t risk it. One woman left a packet of Panadol on top of her bag and low and behold, a monkey grabbed it and made off into the tree before eating every tablet in the packet - said women proceeds to scream at the monkey as if it should have known better than to steal her Panadol ðŸ¤·ðŸ»â€â™‚ï¸

We also saw a girl sitting on a wall beside about 5 monkeys trying desperately to get a â€˜selfieâ€™ with them with one on her shoulder. She got the photo, then the monkey proceeded to climb on her head and scratch her by trying to hold on as she tried to get it off - Iâ€™m not sure what she expected would happen.

Moral of the story, be sensible, remember theyâ€™re wild animals and be cautious, then just enjoy the experience for what it is.
"
Asia,"#Reimaginetravelling
#Traveldiariesbyshradha
#Bali
#Ubud
#MonkeyForest
#Day2

Monkey forest as the name suggests is a forest area with lots and lots of monkeys around. It is spread accross 12.5 hectares of forest with around 700 monkeys. It is located at padangtegal, Ubud. You would also be delighted to see more than 186 species of trees which ofcource will be a treat to your lungs due to abundance of fresh air around. Opening hours are from 8.30 am to 6 pm and the ticketing counter closes half an hour before the closing hour. The ticket would cost you 50000 in Bali currency which is equal to around 200-250 INR depending on the dollar value.

Some precautions are important before you start exploring this place. Carry minimal stuff with you as your focus once you enter would definitely be on monkeys.You would not even come to know when their focus is on you too :) Anything flashy should definetely be avoided and left in the car itself.If any of your stuff is taken by any monkey ,let it go. You would not even come to know when their would be dozens of monkey around you . Ensure that you don't carry any food to feed the monkeys. Don't do any eye contact and just explore the place calmly."
Asia,"Monkeys and monkeys everywhere. A sight to behold. Some upto mischief while some busy eating. Some playing games with onlookers, while others goofing around. The stream flowing across the forest adds to the magic. Absolutely worth the ticket money."
Asia,please take some time out and do visit this amazing sanctuary you will love every bit of this place I would personally recommend it to each and everyone
Asia,"The Monkey Forest in Bali is home to some 800 plus Monkeys of different age groups. They live in a huge forest and are well taken care of by the local authorities and caretakers. They are well fed and their job is to jump and entertain the crowds. The monkey forest is a nice place to spend a few hours especially if you have kids, however, keep in mind to follow the rules. Some monkeys are known to snatch sunglasses and caps etc."
Asia,Monkey Forest in Ubud is very beautiful. It would take upto 2 hours to walk around and explore the place. Monkeys are well behaved until you show them food or tease them. They are well fed as you can see corn and stuff at dedicated spots for them to sit and eat.. We encountered a few monkeys who did not shy away.. they were happy to pose with you in a photo..
Asia,"This was the first place our guide took us on our day trip to ubud and Tanha lot. First itâ€™s not just the monkeys, one can visit this place for a unique jungle walk. There are a lot of monkeys which sometimes trouble the visitors but there are staff persons at every corner who can handle the monkeys. There are several temples inside the park .However like many other Balinese temples the entry is restricted. The entry fess is 50000 IDR.
Good to visit in early hours to avoid noon sun."
Asia,"Beautiful temple and forest in the town centre of Ubud, there is even a stream and a gorge! A must do in Ubud."
Asia,"This is one place which was really talked about in Ubud and that one place which i did not want to visit. Since my family and friends were keen , we ended up going yo Monkey forest. I was pretty and green and the monkeys were not really troubling others. my little one quite enjoyed watching them."
Asia,Monkey forest is worth a visit if you are in ubud. The sanctuary is very well maintained and clean. Dont keep any kind of food with you as monkeys will try to steal it and can get aggressive. There are plenty of staff to make sure the guest are safe. It's a beautiful walk through the forest. We Spend almost 2 hours inside the forest.
Asia,"If you like wildlife specially monkeys, feeding them and nice big banyan trees and cool surroundings this is a good place There is an open hop on hop off bus picking people from the different hotels too"
Asia,"Worth a visit but almost feels like a tourist trap, especially if you're from Asia where these monkeys are not a rarity at all. Go for the temples within the compound, the nice stream and the feel of the shaded grove with these monkeys. Do not carry food or plastic bottles, otherwise the monkeys won't spare you."
