customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
6469-MRVET;Male;0;1;1;1;1;No;0;0;0;0;0;0;One year;1;Electronic check;202;202;0
0742-MOABM;Male;0;1;0;4;1;DSL;0;0;0;1;0;0;Month-to-month;0;Mailed check;5005;17935;1
5961-VUSRV;Female;0;0;0;12;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);1935;21935;0
6778-JFCMK;Male;0;0;0;24;0;DSL;1;0;0;0;1;1;One year;1;Mailed check;506;128875;0
6341-JVQGF;Female;0;1;1;31;1;DSL;1;0;1;1;1;1;One year;1;Mailed check;8115;254575;0
2232-DMLXU;Female;0;1;0;1;1;DSL;0;0;0;0;1;0;Month-to-month;0;Mailed check;552;552;1
4811-JBUVU;Male;0;0;0;30;1;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Credit card (automatic);899;272315;0
0945-TSONX;Female;0;1;1;47;1;DSL;1;1;0;1;1;1;Two year;1;Credit card (automatic);853;410725;0
2651-ZCBXV;Male;0;0;0;54;1;Fiber optic;1;1;0;1;1;1;Two year;1;Credit card (automatic);108;576065;0
3316-UWXUY;Male;0;0;0;50;1;Fiber optic;1;1;0;1;0;1;Month-to-month;1;Credit card (automatic);935;47475;0
8937-RDTHP;Male;0;0;0;1;1;Fiber optic;1;0;0;0;0;1;Month-to-month;1;Mailed check;846;846;1
7083-MIOPC;Female;0;0;0;72;1;No;0;0;0;0;0;0;Two year;0;Credit card (automatic);2025;15669;0
1984-GPTEH;Female;0;0;0;29;1;No;0;0;0;0;0;0;Month-to-month;0;Electronic check;2515;702;0
1251-KRREG;Male;0;0;0;2;1;DSL;0;1;0;0;0;0;Month-to-month;1;Mailed check;544;1141;1
0621-JFHOL;Female;0;0;0;10;0;DSL;0;0;0;1;0;0;Two year;1;Mailed check;296;29905;0
9903-LYSAB;Male;0;1;0;18;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7315;130595;0
0094-OIFMO;Female;1;0;0;11;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Electronic check;95;11203;1
9227-UAQFT;Male;0;0;0;16;1;No;0;0;0;0;0;0;Two year;0;Mailed check;1975;28435;0
7301-ABVAD;Female;0;0;0;72;1;DSL;0;1;1;1;1;1;Two year;0;Bank transfer (automatic);866;63505;0
6614-FHDBO;Male;0;0;0;72;1;Fiber optic;0;1;1;1;1;1;Two year;0;Bank transfer (automatic);1092;78783;0
7576-ASEJU;Female;0;1;1;41;1;DSL;1;0;0;1;1;1;One year;1;Credit card (automatic);747;318765;0
9058-HRZSV;Female;1;1;0;65;1;Fiber optic;1;1;1;0;0;1;Month-to-month;0;Electronic check;944;612615;0
4522-AKYLR;Female;1;0;0;13;1;DSL;0;1;1;0;0;0;Month-to-month;1;Electronic check;548;7313;0
0221-WMXNQ;Male;1;0;0;4;1;Fiber optic;1;0;0;0;0;0;Month-to-month;0;Electronic check;7535;2734;0
0303-UNCIP;Male;0;0;0;41;1;DSL;0;0;1;0;0;1;One year;0;Mailed check;65;25318;0
9947-OTFQU;Male;1;0;0;15;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;744;10743;1
0322-YINQP;Male;0;0;0;1;1;DSL;1;0;0;0;0;0;Month-to-month;1;Mailed check;4855;4855;1
0959-WHOKV;Male;0;0;0;42;1;Fiber optic;1;1;1;0;0;1;One year;1;Electronic check;99;429845;0
4075-JFPGR;Female;0;1;0;51;1;Fiber optic;1;1;1;0;1;0;One year;1;Electronic check;935;461955;0
4629-NRXKX;Female;0;1;1;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;704;14715;1
9514-JDSKI;Male;1;1;0;1;0;DSL;0;1;0;0;1;0;Month-to-month;0;Electronic check;402;402;1
3282-ZISZV;Male;0;0;1;32;1;DSL;0;1;1;1;1;1;One year;0;Credit card (automatic);837;26333;0
3675-YDUPJ;Male;0;0;0;10;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;1985;19305;0
4111-BNXIF;Female;0;1;1;67;0;DSL;0;1;1;1;1;1;Two year;1;Electronic check;5955;41039;0
7017-VFHAY;Female;0;1;1;61;1;Fiber optic;1;1;1;1;1;1;Two year;0;Credit card (automatic);1151;700815;0
6655-LHBYW;Male;0;0;0;50;1;Fiber optic;1;1;1;1;1;1;One year;0;Credit card (automatic);11435;57911;0
4959-JOSRX;Female;0;1;0;2;1;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);446;8055;1
5046-NUHWD;Female;1;1;0;29;0;DSL;1;0;1;0;0;1;Month-to-month;1;Electronic check;45;122865;0
7273-TEFQD;Male;1;0;0;3;0;DSL;0;0;1;0;0;1;Month-to-month;1;Electronic check;4115;1322;1
3606-TWKGI;Male;1;0;0;13;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1069;13643;1
7529-ZDFXI;Male;1;1;0;57;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;8985;492535;0
7605-BDWDC;Female;0;0;0;31;0;DSL;1;1;0;1;0;1;Two year;1;Bank transfer (automatic);4985;15201;0
1950-KSVVJ;Female;0;1;0;45;1;Fiber optic;1;1;1;1;1;1;One year;0;Mailed check;1133;503225;0
0123-CRBRT;Female;0;1;1;61;1;DSL;1;1;1;1;1;1;Two year;0;Mailed check;881;552675;0
6292-TOSSS;Male;0;0;0;50;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);249;119525;0
3197-ARFOY;Female;1;0;0;19;1;Fiber optic;1;1;0;1;1;1;Month-to-month;1;Mailed check;105;200725;0
6323-AYBRX;Male;0;0;0;59;1;No;0;0;0;0;0;0;Two year;0;Mailed check;1935;10996;1
7014-ZZXAW;Female;0;1;0;71;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);2425;173295;0
4385-GZQXV;Female;1;0;0;16;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Electronic check;9445;15112;1
7633-MVPUY;Male;0;1;0;57;1;DSL;1;1;0;1;0;0;Two year;1;Electronic check;5975;345015;0
6366-ZGQGL;Male;0;0;0;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);248;248;1
4716-HHKQH;Male;1;1;0;20;1;Fiber optic;0;1;0;1;1;1;Month-to-month;0;Electronic check;10705;217205;0
5940-AHUHD;Male;0;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Mailed check;706;706;1
6432-TWQLB;Male;0;1;0;5;1;Fiber optic;0;1;0;1;0;0;Month-to-month;1;Electronic check;854;4011;1
4484-GLZOU;Female;0;1;0;52;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;10505;562485;1
3179-GBRWV;Male;1;1;0;21;1;DSL;1;1;0;0;0;1;Month-to-month;1;Bank transfer (automatic);6495;13398;0
8645-KWHJO;Male;0;0;0;14;0;DSL;0;0;1;1;1;1;Month-to-month;1;Electronic check;55;77195;0
4130-MZLCC;Female;0;0;0;5;1;DSL;0;1;0;0;0;0;Month-to-month;0;Bank transfer (automatic);5055;24475;0
0314-TKOSI;Female;0;0;0;6;1;DSL;1;1;0;0;0;0;Month-to-month;0;Mailed check;5515;3229;0
8229-MYEJZ;Female;0;0;0;10;1;DSL;0;1;0;0;0;0;Month-to-month;0;Electronic check;512;49825;0
2080-SRCDE;Female;0;0;1;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;254;254;0
9577-WJVCQ;Female;0;0;0;68;1;DSL;1;0;0;0;0;0;Month-to-month;0;Mailed check;5445;368775;0
9512-UIBFX;Male;0;1;1;18;1;Fiber optic;0;0;1;0;1;1;Month-to-month;0;Mailed check;9515;177995;1
6202-DYYFX;Female;0;0;0;22;1;Fiber optic;0;0;0;0;0;0;One year;1;Credit card (automatic);76;17836;0
3808-HFKDE;Female;0;0;0;20;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;4435;92715;0
5583-SXDAG;Male;0;1;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;70;70;1
3488-PGMQJ;Male;1;0;0;8;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;745;60655;1
3580-REOAC;Male;0;0;0;10;1;DSL;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);4485;4354;1
7534-BFESC;Male;1;0;0;24;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;761;17127;1
3727-OWVYD;Male;0;0;0;35;1;DSL;1;1;1;0;0;0;One year;0;Mailed check;612;20212;0
2294-SALNE;Male;0;1;1;23;1;Fiber optic;0;1;1;1;0;0;One year;0;Mailed check;868;19408;0
4847-TAJYI;Female;1;0;0;6;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;8935;5678;0
1563-IWQEX;Female;0;0;0;12;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;197;22035;0
8203-XJZRC;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;2025;2025;0
6556-DBKZF;Female;0;1;1;71;1;Fiber optic;0;0;1;0;0;0;Two year;0;Electronic check;7605;543645;0
6851-WEFYX;Male;1;1;0;35;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;1008;34375;0
2985-JUUBZ;Male;0;1;1;40;1;DSL;0;0;1;0;1;1;Month-to-month;1;Electronic check;7455;301575;0
6390-DSAZX;Female;0;0;1;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Mailed check;736;736;1
0895-LMRSF;Male;0;0;0;23;1;DSL;0;0;0;0;1;1;One year;1;Bank transfer (automatic);649;15098;0
8098-LLAZX;Female;1;0;0;4;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9545;3961;1
8266-VBFQL;Male;0;0;0;4;1;Fiber optic;0;0;1;1;0;1;Month-to-month;1;Electronic check;904;35665;0
8181-YHCMF;Female;0;1;1;68;0;DSL;0;1;1;1;1;1;Two year;0;Credit card (automatic);603;4109;0
2240-HSJQD;Male;0;0;1;38;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Mailed check;8185;31417;0
1248-DYXUB;Male;0;1;1;52;1;No;0;0;0;0;0;0;Two year;0;Mailed check;248;12291;0
0265-EDXBD;Male;1;1;0;32;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;749;230335;1
4115-BNPJY;Male;0;1;1;29;1;DSL;0;0;1;1;1;1;Two year;0;Mailed check;7555;20544;0
3167-SNQPL;Male;1;1;1;38;1;Fiber optic;0;1;0;0;1;1;Month-to-month;0;Electronic check;10115;374185;0
4091-TVOCN;Male;0;0;1;48;1;DSL;1;0;1;0;1;1;One year;1;Credit card (automatic);7875;368245;0
1098-TDVUQ;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);1925;1925;0
7277-OZCGZ;Female;0;0;0;22;1;Fiber optic;1;0;0;1;0;1;Month-to-month;1;Electronic check;8905;188625;0
1557-EMYVT;Female;0;0;0;43;1;Fiber optic;1;1;1;1;1;1;Two year;0;Credit card (automatic);11505;48951;0
2799-ARNLO;Female;1;1;0;5;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;6935;3416;0
7563-BIUPC;Male;0;0;0;5;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;806;41555;1
5027-YOCXN;Male;0;1;1;51;1;Fiber optic;1;1;0;1;1;1;One year;0;Credit card (automatic);11005;56864;0
3973-SKMLN;Male;0;0;0;71;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);199;13551;0
2321-OMBXY;Female;0;1;1;38;1;DSL;1;1;0;1;1;1;One year;0;Credit card (automatic);803;305865;1
2840-XANRC;Male;1;1;0;24;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;9315;223105;1
6745-JEFZB;Male;0;1;0;35;1;Fiber optic;0;0;0;1;1;0;Month-to-month;1;Credit card (automatic);915;323635;0
5020-ZSTTY;Female;1;0;0;54;1;DSL;1;1;0;1;1;1;One year;0;Bank transfer (automatic);8245;43501;1
9880-TDQAC;Female;0;1;1;72;0;DSL;0;1;1;1;1;1;Two year;1;Electronic check;60;4264;0
8705-WZCYL;Male;0;0;0;1;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;448;448;0
7102-JJVTX;Female;0;1;1;9;1;DSL;1;0;0;0;0;0;One year;0;Mailed check;486;4223;0
8626-PTQGE;Male;0;0;0;69;0;DSL;1;1;0;1;1;1;Two year;1;Bank transfer (automatic);6005;41767;0
4983-CLMLV;Female;0;1;0;52;1;Fiber optic;0;1;0;1;1;1;Month-to-month;1;Credit card (automatic);1027;51381;0
5701-YVSVF;Female;1;1;0;11;1;Fiber optic;0;0;0;1;1;0;Month-to-month;1;Electronic check;829;88005;0
5804-LEPIM;Female;1;0;0;2;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7035;13905;1
5697-GOMBF;Female;1;1;1;28;0;DSL;0;0;0;0;1;0;Month-to-month;1;Electronic check;359;97365;0
2739-CACDQ;Female;1;0;0;17;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Credit card (automatic);8265;147005;0
9385-EHGDO;Female;0;1;1;35;1;No;0;0;0;0;0;0;Two year;1;Mailed check;1985;73935;0
9498-FIMXL;Female;0;0;0;8;1;No;0;0;0;0;0;0;One year;1;Mailed check;192;16195;0
2379-GYFLQ;Male;0;0;0;46;1;Fiber optic;0;1;1;0;1;0;One year;1;Credit card (automatic);949;442295;0
0122-OAHPZ;Female;0;0;0;7;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7385;51125;1
2868-SNELZ;Female;0;0;0;2;1;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Mailed check;806;1558;1
4322-RCYMT;Male;0;1;1;68;1;DSL;0;1;1;1;0;1;One year;1;Bank transfer (automatic);758;529395;1
6680-NENYN;Female;0;0;0;43;1;Fiber optic;0;1;1;0;1;1;Two year;1;Electronic check;1046;475985;1
2088-IEBAU;Female;0;0;0;68;1;DSL;1;1;1;1;1;1;Two year;1;Electronic check;8815;614845;0
7982-VCELR;Female;0;0;0;36;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Credit card (automatic);948;356565;0
1343-EHPYB;Male;0;1;0;63;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1034;6603;1
6035-BXTTY;Female;1;0;0;32;1;DSL;0;1;0;1;0;0;Month-to-month;0;Bank transfer (automatic);5465;18301;0
6885-PKOAM;Female;0;1;0;71;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);8575;62238;0
7520-HQWJU;Female;0;1;1;66;1;DSL;1;1;1;0;0;0;Month-to-month;1;Bank transfer (automatic);6745;450865;0
9639-BUJXT;Male;0;0;0;63;1;No;0;0;0;0;0;0;One year;0;Mailed check;205;132815;0
5924-SNGKP;Female;0;0;1;41;1;No;0;0;0;0;0;0;One year;1;Credit card (automatic);2025;865;0
0021-IKXGC;Female;1;0;0;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;721;721;0
2034-GDRCN;Female;0;0;0;2;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;904;1682;1
8966-SNIZF;Female;0;1;0;70;1;No;0;0;0;0;0;0;Two year;0;Bank transfer (automatic);1945;13035;0
6243-OZGFH;Female;0;0;0;23;0;DSL;0;0;0;0;1;1;Month-to-month;1;Electronic check;4495;99685;0
4654-DLAMQ;Female;1;1;0;64;1;Fiber optic;1;1;1;0;0;1;One year;0;Bank transfer (automatic);97;64309;0
0513-RBGPE;Male;0;1;1;37;1;DSL;1;0;1;1;0;0;Two year;1;Credit card (automatic);628;227875;0
5160-UXJED;Male;0;0;1;17;1;DSL;0;0;0;0;0;0;One year;0;Mailed check;446;6814;0
4115-NZRKS;Female;1;0;0;7;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;8915;57435;0
0219-YTZUE;Male;0;1;1;4;1;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Bank transfer (automatic);848;3719;1
0623-IIHUG;Female;1;0;0;21;0;DSL;1;0;0;0;1;0;Month-to-month;1;Electronic check;419;8401;1
4572-DVCGN;Female;0;0;0;10;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);8025;846;1
3351-NGXYI;Female;1;0;0;16;1;DSL;1;0;0;0;0;0;Month-to-month;1;Electronic check;541;889;0
8984-EYLLL;Male;0;1;0;64;1;Fiber optic;0;1;0;1;1;1;Two year;1;Electronic check;10525;68234;0
9057-MSWCO;Male;1;1;0;27;0;DSL;1;0;0;0;0;0;Month-to-month;0;Credit card (automatic);3075;8051;1
9833-TGFHX;Male;0;1;1;42;1;Fiber optic;1;0;0;0;1;1;One year;0;Electronic check;971;401675;0
9294-TDIPC;Male;0;0;1;5;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;202;8375;0
5229-DTFYB;Female;0;0;0;41;1;Fiber optic;0;1;0;1;1;1;Two year;1;Bank transfer (automatic);988;395915;0
0104-PPXDV;Male;0;1;0;58;1;DSL;0;0;1;0;0;0;One year;0;Credit card (automatic);503;287855;0
5176-LMJXE;Female;0;0;0;47;1;No;0;0;0;0;0;0;Two year;1;Mailed check;2055;9457;0
3583-KRKMD;Male;0;0;0;18;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Bank transfer (automatic);759;137305;0
1010-DIAUQ;Male;0;0;0;5;1;Fiber optic;0;0;1;0;1;1;Month-to-month;0;Bank transfer (automatic);965;49255;1
9069-LGEUL;Male;0;1;0;23;1;DSL;1;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);5995;1406;0
7302-ZHMHP;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1915;1915;0
9571-EDEBV;Male;0;1;0;71;1;Fiber optic;0;0;1;0;1;1;One year;1;Credit card (automatic);9865;696285;0
3520-FJGCV;Male;0;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);1126;812665;0
6563-VRERX;Male;0;1;1;33;1;No;0;0;0;0;0;0;One year;0;Mailed check;206;69025;0
0259-GBZSH;Male;0;0;0;2;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8565;1815;1
6122-EFVKN;Male;0;0;1;24;0;DSL;1;0;0;1;0;0;Two year;0;Mailed check;3575;8308;0
2805-EDJPQ;Female;0;1;1;56;1;Fiber optic;0;1;1;1;0;1;One year;1;Credit card (automatic);9975;56084;0
6862-CQUMB;Male;0;0;0;37;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Credit card (automatic);961;36468;0
7156-MXBJE;Female;0;0;0;43;1;DSL;0;1;1;1;1;1;One year;0;Credit card (automatic);851;366225;0
6158-HDPXZ;Male;0;0;0;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;2535;2535;0
9601-BRXPO;Female;0;1;0;25;1;Fiber optic;0;0;1;1;1;1;Month-to-month;1;Bank transfer (automatic);10495;25665;1
2863-IMQDR;Female;0;0;0;61;1;DSL;1;1;1;1;1;1;Two year;0;Electronic check;8965;53087;0
5686-CMAWK;Male;0;0;0;17;1;Fiber optic;0;0;1;1;0;0;One year;0;Electronic check;8675;141025;0
5651-CRHKQ;Female;0;1;0;41;1;Fiber optic;0;1;1;1;0;0;One year;1;Bank transfer (automatic);862;333905;0
6905-NIQIN;Male;0;0;0;1;1;DSL;0;1;0;0;0;0;Month-to-month;0;Mailed check;5065;5065;1
8204-YJCLA;Male;1;1;1;72;0;DSL;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);648;473235;0
5167-ZFFMM;Male;0;0;0;1;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Credit card (automatic);9085;9085;1
6583-SZVGP;Male;0;0;0;48;1;Fiber optic;0;1;1;0;1;1;Two year;1;Bank transfer (automatic);1081;506745;0
4895-TMWIR;Male;1;1;0;11;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;1995;21475;1
0533-BNWKF;Female;1;1;0;55;1;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Electronic check;8545;48747;1
1708-PBBOA;Female;0;0;0;42;0;DSL;1;1;1;1;0;1;One year;1;Electronic check;5475;234845;0
8782-LKFPK;Male;0;0;0;44;1;Fiber optic;0;0;1;0;0;1;Month-to-month;1;Mailed check;904;4063;0
5522-JBWMO;Male;0;0;1;1;1;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;44;44;0
3597-MVHJT;Female;0;0;0;27;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Bank transfer (automatic);956;259525;0
9774-NRNAU;Male;1;1;0;27;1;DSL;0;1;1;1;1;1;Month-to-month;1;Bank transfer (automatic);848;230955;0
0224-RLWWD;Female;1;0;0;2;1;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;443;893;0
9967-ATRFS;Female;0;0;0;19;1;No;0;0;0;0;0;0;Month-to-month;0;Mailed check;199;36755;0
3951-NJCVI;Female;1;1;0;42;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;9505;39445;0
2977-CEBSX;Female;0;0;0;66;1;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);9005;596595;0
0177-PXBAT;Male;1;1;0;33;1;Fiber optic;1;0;1;1;1;1;Month-to-month;1;Bank transfer (automatic);1099;36947;0
6599-CEBNN;Female;0;0;0;34;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Credit card (automatic);7395;252445;1
2519-ERQOJ;Male;1;0;0;33;0;DSL;0;0;1;1;1;1;Month-to-month;1;Electronic check;546;18037;0
5876-QMYLD;Female;0;1;1;23;1;No;0;0;0;0;0;0;One year;0;Mailed check;2005;4151;0
2277-AXSDC;Female;0;0;0;32;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);1975;62415;0
9442-JTWDL;Female;0;0;0;11;1;No;0;0;0;0;0;0;One year;0;Credit card (automatic);2005;2377;0
0979-PHULV;Male;0;1;1;69;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Credit card (automatic);9945;70076;1
3067-SVMTC;Female;0;1;0;68;1;DSL;1;0;0;1;0;0;One year;0;Bank transfer (automatic);559;38488;0
5495-GPSRW;Male;0;0;0;20;1;No;0;0;0;0;0;0;Two year;1;Mailed check;197;4194;0
7606-BPHHN;Male;0;0;0;72;1;No;0;0;0;0;0;0;Two year;1;Credit card (automatic);198;146875;0
4742-DRORA;Male;0;1;1;60;1;Fiber optic;1;0;1;0;1;0;One year;1;Bank transfer (automatic);954;5812;0
0111-KLBQG;Male;1;1;1;32;1;Fiber optic;0;1;0;0;1;1;Month-to-month;1;Mailed check;9395;286145;0
4800-VHZKI;Female;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;199;199;1
7989-CHGTL;Male;0;0;0;1;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;196;196;1
0334-GDDSO;Male;1;0;0;3;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;8135;2337;1
4163-NCJAK;Female;0;1;0;46;1;No;0;0;0;0;0;0;One year;1;Bank transfer (automatic);2445;106615;0
5233-AOZUF;Female;0;1;0;29;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7495;214905;0
5973-EJGDP;Male;0;0;0;51;1;Fiber optic;0;1;1;1;0;0;Month-to-month;1;Electronic check;8735;4473;0
1996-DBMUS;Female;1;1;0;48;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);7065;354505;0
7916-VCCPB;Female;0;1;1;16;1;Fiber optic;0;1;0;0;0;0;Month-to-month;0;Bank transfer (automatic);7325;119575;0
4686-GEFRM;Male;0;1;0;70;1;Fiber optic;0;1;1;1;0;1;Two year;1;Bank transfer (automatic);987;68589;0
5249-QYHEX;Female;0;1;1;40;1;No;0;0;0;0;0;0;Two year;1;Mailed check;248;10247;0
0578-SKVMF;Female;0;1;1;22;1;Fiber optic;0;1;0;0;0;1;Month-to-month;0;Electronic check;833;18459;1
5564-NEMQO;Female;1;0;0;1;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Bank transfer (automatic);753;753;1
2233-FAGXV;Female;0;1;1;5;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;243;13225;0
5605-IYGFG;Female;0;0;0;7;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);6985;51545;0
7663-ZTEGJ;Male;0;0;1;29;1;Fiber optic;0;1;1;1;0;1;One year;0;Credit card (automatic);10055;283045;0
3935-TBRZZ;Male;0;1;1;44;1;No;0;0;0;0;0;0;One year;0;Mailed check;257;11105;0
8111-BKVDS;Female;0;0;0;10;0;DSL;1;1;1;0;0;0;Month-to-month;0;Bank transfer (automatic);407;4493;0
2055-SIFSS;Female;1;1;0;55;1;DSL;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);5165;283855;0
2806-MLNTI;Male;1;1;0;52;1;Fiber optic;0;1;1;0;1;1;One year;1;Bank transfer (automatic);1051;53764;0
8734-DKSTZ;Female;0;1;1;10;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;8595;8586;0
4360-PNRQB;Male;0;0;0;18;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);756;139505;0
6152-ONASV;Female;0;1;0;68;1;DSL;1;0;0;1;0;0;One year;0;Bank transfer (automatic);5825;39757;0
9063-ZGTUY;Female;0;1;1;61;1;No;0;0;0;0;0;0;Month-to-month;1;Mailed check;194;118255;1
7781-HVGMK;Female;0;1;1;72;0;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);652;478445;0
2181-UAESM;Male;0;0;0;2;1;DSL;1;0;1;0;0;0;Month-to-month;0;Electronic check;5345;1195;0
2957-LOLHO;Male;0;0;0;12;1;DSL;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);454;5189;1
6048-NJXHX;Male;0;1;0;41;1;No;0;0;0;0;0;0;Two year;1;Electronic check;1975;89945;0
2320-SLKMB;Female;0;0;0;26;0;DSL;0;0;1;1;1;0;Month-to-month;1;Credit card (automatic);4445;11838;0
4980-URKXC;Male;0;1;0;36;1;No;0;0;0;0;0;0;One year;0;Bank transfer (automatic);2085;72005;0
4376-KFVRS;Male;0;1;1;72;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11405;84682;0
5886-VLQVU;Male;0;1;0;35;1;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Bank transfer (automatic);8985;31612;0
3577-AMVUX;Male;0;0;0;1;1;DSL;0;0;1;1;0;0;Month-to-month;0;Mailed check;5505;5505;0
0771-WLCLA;Female;0;1;1;16;1;Fiber optic;1;0;1;1;1;1;Month-to-month;1;Electronic check;11295;188255;0
5628-RKIFK;Female;1;0;0;49;1;Fiber optic;1;0;0;0;1;1;Month-to-month;0;Credit card (automatic);10155;50704;0
0206-TBWLC;Female;0;1;0;54;1;Fiber optic;1;1;1;1;1;1;One year;1;Mailed check;11465;60495;0
2937-FTHUR;Female;0;0;1;18;1;DSL;1;0;0;0;0;1;Month-to-month;0;Electronic check;648;11667;0
1910-FMXJM;Female;0;1;0;36;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;804;293765;0
7752-XUSCI;Female;0;0;0;60;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1059;639645;1
