months_as_customer;age;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_year;fraud
165;32;500/1000;500;1399.26;0;FEMALE;High School;tech-support;exercise;own-child;70500;0;Parked Car;Not Defined;Minor Damage;Police;9;1;Not Defined;2;0;Not Defined;3960;330;660;2970;1998;N
274;43;100/300;2000;1352.31;0;MALE;College;farming-fishing;basketball;wife;40700;-47300;Single Vehicle Collision;Front Collision;Major Damage;Fire;22;1;YES;0;3;YES;63840;10640;10640;42560;2006;Y
81;28;250/500;1000;1139;6000000;FEMALE;Masters;sales;sleeping;husband;42400;0;Multi-vehicle Collision;Front Collision;Major Damage;Fire;0;3;Not Defined;1;2;Not Defined;44730;4970;4970;34790;2000;Y
280;45;250/500;1000;1397.67;0;MALE;JD;machine-op-inspct;camping;wife;57900;0;Multi-vehicle Collision;Front Collision;Minor Damage;Other;0;3;YES;1;2;NO;84720;14120;14120;56480;1999;N
194;39;250/500;500;823.17;0;MALE;Masters;adm-clerical;paintball;own-child;0;0;Multi-vehicle Collision;Front Collision;Major Damage;Other;3;3;Not Defined;2;2;NO;61500;6150;12300;43050;2012;N
112;27;100/300;500;965.13;0;FEMALE;Masters;tech-support;exercise;unmarried;60000;-54800;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;21;3;Not Defined;0;1;Not Defined;51000;8500;8500;34000;2013;N
24;33;500/1000;1000;1922.84;0;FEMALE;High School;machine-op-inspct;skydiving;wife;0;-45200;Single Vehicle Collision;Side Collision;Total Loss;Police;0;1;Not Defined;2;1;NO;46800;4680;9360;32760;2002;N
93;32;250/500;2000;1624.82;0;MALE;PhD;exec-managerial;basketball;unmarried;65300;-65600;Single Vehicle Collision;Side Collision;Minor Damage;Ambulance;16;1;Not Defined;1;1;Not Defined;78120;17360;8680;52080;2006;N
171;34;250/500;2000;1277.25;0;FEMALE;College;exec-managerial;yachting;other-relative;84900;0;Single Vehicle Collision;Rear Collision;Major Damage;Police;14;1;NO;1;2;Not Defined;69200;13840;6920;48440;1996;Y
200;40;100/300;1000;1439.34;0;FEMALE;High School;sales;exercise;other-relative;45300;-20400;Vehicle Theft;Not Defined;Minor Damage;Police;9;1;Not Defined;0;0;NO;3690;410;410;2870;2015;N
120;28;250/500;1000;1281.27;0;FEMALE;PhD;tech-support;golf;not-in-family;68900;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;9;3;NO;0;3;Not Defined;65500;6550;6550;52400;2010;N
325;46;500/1000;500;1348.83;0;FEMALE;High School;prof-specialty;basketball;wife;46300;-77500;Multi-vehicle Collision;Rear Collision;Minor Damage;Fire;21;3;Not Defined;1;2;YES;76120;13840;6920;55360;1999;N
124;32;250/500;1000;1198.15;0;FEMALE;MD;other-service;hiking;not-in-family;0;-43200;Multi-vehicle Collision;Front Collision;Total Loss;Other;19;3;NO;0;2;YES;73560;12260;12260;49040;1995;N
211;35;100/300;2000;1221.22;0;MALE;Masters;machine-op-inspct;camping;other-relative;76000;0;Single Vehicle Collision;Rear Collision;Total Loss;Police;2;1;YES;0;1;Not Defined;52030;9460;4730;37840;2008;N
287;41;500/1000;2000;968.74;0;MALE;Masters;transport-moving;video-games;wife;0;-49000;Vehicle Theft;Not Defined;Trivial Damage;None;9;1;Not Defined;2;3;Not Defined;5170;470;940;3760;2001;N
122;34;250/500;1000;1220.71;0;MALE;PhD;machine-op-inspct;video-games;own-child;58600;-28700;Parked Car;Not Defined;Minor Damage;None;5;1;Not Defined;2;1;YES;8190;1890;1260;5040;2013;N
22;29;250/500;2000;1238.62;6000000;MALE;MD;exec-managerial;yachting;other-relative;0;-56200;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;14;1;Not Defined;2;3;Not Defined;70800;7080;14160;49560;2012;Y
106;31;500/1000;2000;1320.75;0;FEMALE;JD;farming-fishing;video-games;wife;54100;0;Multi-vehicle Collision;Rear Collision;Total Loss;Police;20;3;Not Defined;0;3;YES;45630;5070;5070;35490;2011;N
398;58;100/300;500;990.98;0;FEMALE;Associate;exec-managerial;cross-fit;wife;0;-57900;Single Vehicle Collision;Front Collision;Major Damage;Police;18;1;YES;2;1;Not Defined;99320;7640;15280;76400;2002;Y
214;41;500/1000;500;1398.51;4000000;MALE;Masters;tech-support;polo;not-in-family;0;-57100;Multi-vehicle Collision;Side Collision;Major Damage;Fire;13;3;Not Defined;2;0;NO;64000;12800;6400;44800;1996;Y
209;38;100/300;500;1355.08;0;FEMALE;MD;other-service;golf;other-relative;58100;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;21;1;Not Defined;1;1;Not Defined;47300;4730;4730;37840;2014;N
82;27;100/300;1000;1384.51;0;MALE;PhD;adm-clerical;reading;not-in-family;13100;-38200;Single Vehicle Collision;Rear Collision;Major Damage;Other;14;1;NO;2;3;Not Defined;71680;8960;8960;53760;2007;Y
193;41;250/500;500;847.03;0;FEMALE;JD;craft-repair;skydiving;not-in-family;0;0;Single Vehicle Collision;Side Collision;Major Damage;Other;1;1;Not Defined;1;0;YES;112320;17280;17280;77760;2011;Y
134;32;100/300;1000;1000.06;0;FEMALE;PhD;farming-fishing;base-jumping;wife;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;17;1;Not Defined;1;0;Not Defined;82720;7520;15040;60160;2014;N
288;45;100/300;1000;1046.71;0;MALE;Masters;priv-house-serv;polo;husband;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;4;3;Not Defined;2;1;Not Defined;48060;10680;5340;32040;2009;N
104;32;250/500;500;1158.03;0;MALE;High School;exec-managerial;kayaking;own-child;31900;-44600;Multi-vehicle Collision;Rear Collision;Total Loss;Police;23;3;YES;1;3;YES;63570;9780;9780;44010;2006;Y
431;54;100/300;1000;1372.27;0;FEMALE;Masters;craft-repair;paintball;own-child;17600;0;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;13;3;NO;2;3;Not Defined;63240;10540;10540;42160;1997;N
101;33;100/300;1000;1053.04;7000000;FEMALE;Masters;other-service;reading;own-child;52000;-44500;Multi-vehicle Collision;Rear Collision;Minor Damage;Ambulance;20;3;NO;1;3;Not Defined;54240;9040;9040;36160;2013;Y
375;50;100/300;1000;1275.39;0;MALE;Associate;sales;bungie-jumping;other-relative;0;0;Single Vehicle Collision;Front Collision;Major Damage;Police;16;1;YES;2;3;NO;37280;0;0;37280;1996;Y
461;61;100/300;2000;1402.75;0;MALE;JD;exec-managerial;exercise;husband;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;10;3;Not Defined;2;1;YES;72100;7210;14420;50470;2006;N
428;59;250/500;500;1344.36;7000000;FEMALE;JD;prof-specialty;hiking;other-relative;0;0;Parked Car;Not Defined;Minor Damage;None;8;1;Not Defined;2;3;NO;6500;1300;650;4550;2013;N
45;38;100/300;1000;1197.71;0;MALE;Masters;machine-op-inspct;movies;not-in-family;29000;0;Multi-vehicle Collision;Front Collision;Total Loss;Ambulance;17;3;Not Defined;2;0;Not Defined;78240;13040;13040;52160;2013;N
136;29;100/300;500;1203.24;0;FEMALE;JD;transport-moving;video-games;other-relative;62500;-66900;Vehicle Theft;Not Defined;Minor Damage;Police;9;1;Not Defined;2;0;Not Defined;6200;1240;620;4340;1999;N
216;36;500/1000;1000;1152.4;0;FEMALE;Associate;priv-house-serv;reading;unmarried;39600;-82400;Parked Car;Not Defined;Minor Damage;Police;0;1;YES;2;3;Not Defined;6160;560;1680;3920;2014;N
278;48;500/1000;2000;1142.62;7000000;FEMALE;MD;farming-fishing;dancing;not-in-family;0;-54000;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;12;1;Not Defined;2;0;Not Defined;76050;11700;11700;52650;1997;N
295;48;500/1000;1000;1332.07;0;FEMALE;MD;exec-managerial;polo;unmarried;49700;-59100;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;20;2;NO;2;1;YES;86060;13240;13240;59580;2002;N
112;30;500/1000;1000;1166.54;0;FEMALE;Masters;prof-specialty;sleeping;not-in-family;47700;-59300;Single Vehicle Collision;Front Collision;Major Damage;Fire;3;1;YES;2;0;NO;107900;10790;21580;75530;1997;Y
122;34;250/500;500;1495.06;0;FEMALE;Masters;prof-specialty;polo;unmarried;38100;-31400;Multi-vehicle Collision;Rear Collision;Total Loss;Fire;18;3;NO;2;0;YES;99990;18180;18180;63630;2011;N
108;29;500/1000;1000;1337.92;0;FEMALE;PhD;armed-forces;bungie-jumping;not-in-family;71400;0;Multi-vehicle Collision;Side Collision;Minor Damage;Ambulance;4;3;NO;2;2;YES;61380;11160;5580;44640;2012;N
14;28;250/500;2000;1587.96;0;FEMALE;Associate;craft-repair;board-games;unmarried;0;-26900;Single Vehicle Collision;Rear Collision;Major Damage;Fire;18;1;Not Defined;2;1;YES;71280;12960;12960;45360;2012;Y
298;45;500/1000;1000;1362.29;0;MALE;High School;farming-fishing;yachting;unmarried;0;-51100;Multi-vehicle Collision;Front Collision;Minor Damage;Ambulance;18;3;NO;0;0;NO;64000;12800;6400;44800;1999;N
276;46;250/500;500;1448.84;0;FEMALE;Masters;machine-op-inspct;bungie-jumping;husband;0;-50000;Parked Car;Not Defined;Trivial Damage;Police;7;1;Not Defined;0;1;NO;5940;660;660;4620;2015;N
47;37;250/500;2000;1241.97;0;MALE;High School;other-service;movies;not-in-family;75400;0;Parked Car;Not Defined;Minor Damage;None;18;1;NO;1;0;NO;6700;670;670;5360;2011;N
222;42;250/500;500;1124.6;0;MALE;Associate;armed-forces;hiking;not-in-family;0;0;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;23;3;YES;0;0;Not Defined;51740;11940;7960;31840;2006;N
119;28;250/500;2000;1079.92;0;MALE;High School;machine-op-inspct;hiking;husband;88800;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;1;1;Not Defined;0;1;YES;53600;6700;6700;40200;2007;Y
73;29;250/500;1000;1447.78;0;MALE;College;protective-serv;board-games;wife;35100;-59900;Multi-vehicle Collision;Rear Collision;Total Loss;Other;15;3;YES;1;0;Not Defined;44910;4990;4990;34930;2001;N
8;31;250/500;500;1229.16;4000000;FEMALE;MD;transport-moving;kayaking;wife;0;-88300;Multi-vehicle Collision;Front Collision;Major Damage;Fire;2;3;Not Defined;0;2;YES;48100;11100;7400;29600;2014;N
294;44;100/300;1000;1226.49;0;FEMALE;PhD;farming-fishing;kayaking;unmarried;53900;0;Vehicle Theft;Not Defined;Trivial Damage;None;3;1;NO;0;1;NO;6100;610;1220;4270;2002;N
324;46;100/300;2000;897.89;6000000;MALE;MD;tech-support;board-games;wife;0;-41300;Single Vehicle Collision;Rear Collision;Minor Damage;Other;13;1;Not Defined;1;0;YES;79600;15920;15920;47760;2011;N
155;34;100/300;500;1706.79;0;MALE;Masters;protective-serv;dancing;other-relative;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;1;1;NO;1;1;YES;77040;8560;8560;59920;1998;N
261;45;250/500;1000;1254.18;0;FEMALE;PhD;prof-specialty;kayaking;other-relative;0;-45100;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;16;1;YES;0;1;Not Defined;62590;11380;11380;39830;2003;N
245;40;500/1000;500;885.08;0;FEMALE;Masters;armed-forces;skydiving;other-relative;27000;-58900;Single Vehicle Collision;Front Collision;Total Loss;Other;0;1;YES;0;1;NO;85150;13100;13100;58950;1998;N
235;39;100/300;500;1046.58;4000000;MALE;MD;tech-support;exercise;wife;0;-31700;Vehicle Theft;Not Defined;Trivial Damage;None;1;1;Not Defined;2;1;NO;4950;450;900;3600;2010;N
53;36;500/1000;2000;1712.68;0;MALE;Associate;handlers-cleaners;basketball;not-in-family;72200;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;17;3;Not Defined;2;0;YES;51100;10220;5110;35770;2006;N
426;54;500/1000;2000;1097.71;0;FEMALE;Masters;adm-clerical;reading;not-in-family;29600;-22300;Single Vehicle Collision;Side Collision;Minor Damage;Police;13;1;YES;2;3;Not Defined;100800;16800;16800;67200;1997;N
111;27;250/500;500;1363.77;4000000;FEMALE;Masters;tech-support;exercise;husband;51100;0;Single Vehicle Collision;Side Collision;Total Loss;Police;12;1;YES;2;3;NO;90970;16540;16540;57890;2009;N
86;26;100/300;500;1382.88;7000000;MALE;JD;tech-support;cross-fit;other-relative;0;-30300;Single Vehicle Collision;Rear Collision;Minor Damage;Police;11;1;Not Defined;1;1;YES;81840;14880;7440;59520;2011;Y
296;46;100/300;1000;1141.35;7000000;MALE;Masters;craft-repair;sleeping;not-in-family;0;0;Single Vehicle Collision;Front Collision;Major Damage;Ambulance;18;1;Not Defined;0;2;NO;54900;5490;5490;43920;2013;N
125;35;500/1000;500;1054.83;7000000;MALE;JD;tech-support;cross-fit;husband;0;-51300;Single Vehicle Collision;Front Collision;Total Loss;Fire;17;1;YES;2;3;NO;88660;8060;16120;64480;2007;Y
177;34;100/300;2000;1057.77;0;FEMALE;JD;tech-support;bungie-jumping;unmarried;0;-57700;Multi-vehicle Collision;Front Collision;Total Loss;Ambulance;22;3;Not Defined;1;1;NO;18000;2250;2250;13500;2009;N
238;39;250/500;2000;1488.02;0;FEMALE;JD;protective-serv;exercise;other-relative;0;-39200;Vehicle Theft;Not Defined;Minor Damage;Police;9;1;YES;1;3;YES;5500;1100;550;3850;2010;N
81;25;100/300;500;920.3;5000000;FEMALE;High School;tech-support;hiking;own-child;51000;-67900;Multi-vehicle Collision;Rear Collision;Major Damage;Other;11;3;Not Defined;1;0;Not Defined;73920;13440;6720;53760;2003;Y
128;28;500/1000;1000;986.53;0;FEMALE;High School;adm-clerical;polo;other-relative;62700;0;Single Vehicle Collision;Rear Collision;Total Loss;Ambulance;11;1;NO;0;2;YES;101860;18520;18520;64820;2007;N
449;57;250/500;2000;1440.68;0;MALE;Associate;tech-support;movies;own-child;25000;0;Parked Car;Not Defined;Minor Damage;None;8;1;YES;0;1;YES;5390;980;980;3430;2008;N
252;39;250/500;1000;1086.21;0;MALE;JD;farming-fishing;hiking;unmarried;68500;-57500;Single Vehicle Collision;Side Collision;Minor Damage;Police;18;1;Not Defined;1;2;Not Defined;50490;5610;5610;39270;2001;N
359;47;100/300;2000;1367.68;0;FEMALE;MD;handlers-cleaners;basketball;unmarried;0;0;Single Vehicle Collision;Front Collision;Total Loss;Police;13;1;NO;0;3;NO;55500;5550;11100;38850;2012;N
19;32;500/1000;1000;1215.85;0;MALE;High School;other-service;hiking;husband;42900;-90200;Vehicle Theft;Not Defined;Minor Damage;Police;8;1;YES;1;1;YES;7040;1280;640;5120;2015;N
73;26;250/500;2000;1191.19;4000000;MALE;MD;farming-fishing;basketball;not-in-family;29300;0;Multi-vehicle Collision;Rear Collision;Total Loss;Other;9;3;Not Defined;0;1;YES;40160;5020;0;35140;2003;N
285;44;500/1000;1000;1594.45;0;MALE;High School;handlers-cleaners;bungie-jumping;husband;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Fire;17;2;YES;2;3;NO;55680;6960;6960;41760;2006;N
196;36;250/500;2000;1463.07;0;MALE;MD;armed-forces;skydiving;own-child;0;0;Vehicle Theft;Not Defined;Trivial Damage;Police;3;1;Not Defined;1;1;NO;5300;530;530;4240;2001;Y
223;43;250/500;500;1734.09;0;FEMALE;MD;adm-clerical;camping;not-in-family;0;0;Parked Car;Not Defined;Trivial Damage;None;6;1;YES;0;3;Not Defined;5200;650;650;3900;2006;N
328;48;250/500;500;1411.43;0;MALE;Masters;armed-forces;bungie-jumping;own-child;45100;-32800;Single Vehicle Collision;Front Collision;Major Damage;Ambulance;17;1;YES;2;1;NO;59400;5940;11880;41580;2014;N
285;43;100/300;2000;1512.58;0;FEMALE;College;sales;paintball;other-relative;47600;0;Vehicle Theft;Not Defined;Minor Damage;Police;7;1;Not Defined;1;1;Not Defined;2520;280;280;1960;1997;N
30;31;250/500;2000;1153.35;0;MALE;PhD;craft-repair;golf;not-in-family;0;0;Vehicle Theft;Not Defined;Trivial Damage;Police;9;1;NO;2;1;YES;5760;960;960;3840;2011;N
342;49;250/500;500;1722.95;0;MALE;PhD;transport-moving;base-jumping;not-in-family;63100;-13800;Single Vehicle Collision;Rear Collision;Minor Damage;Fire;3;1;Not Defined;2;0;YES;76700;7670;7670;61360;2006;N
219;39;250/500;2000;1281.07;7000000;FEMALE;High School;protective-serv;board-games;unmarried;0;0;Parked Car;Not Defined;Trivial Damage;Police;6;1;NO;0;2;NO;5920;740;740;4440;2015;N
468;62;100/300;500;1011.92;0;MALE;PhD;machine-op-inspct;paintball;wife;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;7;3;YES;0;3;Not Defined;64350;7150;7150;50050;2009;N
241;39;250/500;2000;1042.26;0;MALE;JD;sales;kayaking;husband;0;0;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;21;3;NO;1;2;Not Defined;19080;4240;2120;12720;1995;N
223;43;500/1000;500;1235.1;0;FEMALE;Masters;tech-support;exercise;not-in-family;66400;-34400;Single Vehicle Collision;Rear Collision;Minor Damage;Police;14;1;NO;2;1;NO;54400;5440;5440;43520;2011;N
128;32;100/300;2000;768.91;0;FEMALE;College;sales;chess;other-relative;0;-39300;Single Vehicle Collision;Rear Collision;Total Loss;Fire;0;1;Not Defined;1;0;NO;59800;5980;5980;47840;1999;Y
124;29;500/1000;500;1301.72;0;MALE;Masters;handlers-cleaners;golf;husband;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Police;14;3;Not Defined;0;3;YES;72000;7200;7200;57600;2005;N
343;48;250/500;500;1451.54;3000000;MALE;JD;adm-clerical;hiking;husband;0;0;Multi-vehicle Collision;Side Collision;Total Loss;Police;13;4;NO;2;3;NO;65070;7230;14460;43380;2003;N
404;53;250/500;500;767.14;0;MALE;Associate;sales;reading;not-in-family;25500;-36700;Parked Car;Not Defined;Trivial Damage;Police;8;1;NO;0;1;NO;8800;1760;880;6160;2002;N
63;24;250/500;2000;1620.89;0;FEMALE;High School;handlers-cleaners;movies;other-relative;0;0;Vehicle Theft;Not Defined;Minor Damage;Police;7;1;NO;2;0;NO;6120;1020;1020;4080;2015;N
210;37;500/1000;2000;1048.46;0;MALE;High School;priv-house-serv;skydiving;not-in-family;59900;0;Vehicle Theft;Not Defined;Trivial Damage;None;9;1;Not Defined;1;2;Not Defined;7080;1180;590;5310;1999;N
335;50;100/300;1000;1538.26;6000000;MALE;High School;sales;yachting;other-relative;62200;-31400;Multi-vehicle Collision;Side Collision;Minor Damage;Ambulance;12;3;YES;2;3;YES;34320;8580;4290;21450;2009;N
11;40;500/1000;2000;1217.69;0;FEMALE;MD;prof-specialty;reading;wife;24000;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;6;3;Not Defined;1;0;Not Defined;53460;9720;9720;34020;2004;Y
142;33;100/300;2000;1362.64;5000000;FEMALE;JD;exec-managerial;cross-fit;wife;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;11;1;YES;1;3;Not Defined;81360;6780;13560;61020;2009;Y
272;43;100/300;1000;1279.13;0;MALE;PhD;craft-repair;bungie-jumping;other-relative;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Ambulance;5;3;Not Defined;1;2;YES;81070;7370;14740;58960;2006;Y
69;26;100/300;2000;924.72;0;FEMALE;High School;machine-op-inspct;base-jumping;unmarried;0;0;Single Vehicle Collision;Front Collision;Minor Damage;Fire;14;1;NO;2;2;NO;63120;5260;10520;47340;2008;N
38;28;250/500;1000;1019.44;0;MALE;Masters;transport-moving;yachting;not-in-family;0;-39700;Vehicle Theft;Not Defined;Trivial Damage;None;17;1;Not Defined;2;1;NO;7200;1440;720;5040;2004;N
328;46;500/1000;500;1314.6;0;FEMALE;MD;prof-specialty;exercise;not-in-family;24800;0;Single Vehicle Collision;Rear Collision;Total Loss;Other;0;1;Not Defined;2;3;Not Defined;70290;12780;6390;51120;1998;Y
281;43;100/300;1000;1515.18;6000000;MALE;College;priv-house-serv;camping;other-relative;0;0;Multi-vehicle Collision;Side Collision;Minor Damage;Fire;21;3;NO;1;0;NO;60190;9260;9260;41670;1999;N
246;44;250/500;2000;1649.18;0;MALE;College;farming-fishing;base-jumping;other-relative;0;-58600;Single Vehicle Collision;Front Collision;Major Damage;Other;18;1;YES;1;2;YES;61380;11160;5580;44640;2009;Y
298;49;250/500;500;1451.01;0;FEMALE;College;other-service;exercise;own-child;47800;0;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;17;1;NO;2;2;NO;28100;2810;5620;19670;2012;N
330;50;500/1000;1000;978.46;0;FEMALE;High School;sales;yachting;husband;0;0;Single Vehicle Collision;Side Collision;Total Loss;Fire;19;1;YES;0;0;NO;49060;8920;8920;31220;1995;N
362;50;250/500;500;1198.34;4000000;MALE;Associate;sales;board-games;wife;53000;-72500;Multi-vehicle Collision;Side Collision;Total Loss;Fire;17;3;Not Defined;1;1;NO;57060;6340;6340;44380;1995;N
241;38;100/300;2000;1003.23;0;FEMALE;Associate;tech-support;kayaking;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;23;3;Not Defined;0;3;YES;77880;12980;12980;51920;2008;N
245;41;500/1000;2000;1212;0;MALE;Masters;exec-managerial;basketball;unmarried;24400;-60500;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;4;1;YES;0;1;YES;73500;7350;14700;51450;1999;N
371;52;250/500;1000;1242.96;7000000;FEMALE;High School;other-service;paintball;own-child;0;-37100;Multi-vehicle Collision;Rear Collision;Minor Damage;Other;2;2;YES;2;0;Not Defined;88920;6840;13680;68400;2010;N
343;52;500/1000;1000;1053.02;0;FEMALE;Associate;prof-specialty;bungie-jumping;not-in-family;0;0;Single Vehicle Collision;Front Collision;Major Damage;Other;2;1;Not Defined;0;2;NO;47630;12990;4330;30310;2005;Y
377;53;100/300;500;1693.63;0;FEMALE;MD;craft-repair;kayaking;unmarried;0;-64000;Multi-vehicle Collision;Front Collision;Total Loss;Fire;10;3;YES;1;3;NO;59040;6560;6560;45920;2015;N
154;37;250/500;1000;2047.59;0;FEMALE;MD;farming-fishing;dancing;other-relative;0;-67800;Single Vehicle Collision;Rear Collision;Minor Damage;Other;2;1;Not Defined;0;3;NO;79530;14460;7230;57840;2000;N
