months_as_customer;age;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_year;fraud
272;41;250/500;2000;945.73;5000000;MALE;MD;protective-serv;chess;wife;38600;-42800;Single Vehicle Collision;Front Collision;Minor Damage;Fire;23;1;NO;0;0;NO;84100;16820;8410;58870;2009;Y
371;54;100/300;2000;1317.97;0;MALE;High School;craft-repair;movies;wife;34700;-81000;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;18;3;Not Defined;1;2;Not Defined;32280;5380;5380;21520;2010;Y
402;54;250/500;2000;1285.09;0;MALE;JD;farming-fishing;board-games;not-in-family;48000;-79600;Single Vehicle Collision;Rear Collision;Major Damage;Other;19;1;NO;0;2;YES;67770;7530;15060;45180;2013;Y
102;32;100/300;500;1537.07;3000000;MALE;JD;tech-support;chess;wife;0;0;Single Vehicle Collision;Side Collision;Total Loss;Other;11;1;NO;1;0;NO;47400;9480;4740;33180;2004;Y
222;39;500/1000;500;1757.87;0;MALE;High School;transport-moving;board-games;not-in-family;71400;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;9;3;YES;2;1;Not Defined;55000;5000;10000;40000;1996;Y
51;34;500/1000;500;1430.8;0;MALE;PhD;machine-op-inspct;camping;unmarried;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;23;1;Not Defined;2;3;NO;64200;6420;19260;38520;2007;Y
463;59;250/500;1000;979.73;0;FEMALE;JD;exec-managerial;yachting;not-in-family;51700;0;Multi-vehicle Collision;Front Collision;Major Damage;Other;14;2;Not Defined;1;2;NO;72400;7240;14480;50680;1999;Y
43;43;500/1000;500;1320.39;0;FEMALE;Associate;armed-forces;yachting;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;16;1;Not Defined;2;1;Not Defined;79970;7270;21810;50890;1996;Y
152;30;500/1000;500;1448.54;0;FEMALE;JD;craft-repair;polo;wife;58600;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;9;1;YES;1;1;Not Defined;84590;7690;7690;69210;2000;Y
3;29;100/300;500;995.7;5000000;FEMALE;JD;priv-house-serv;chess;unmarried;0;0;Parked Car;Not Defined;Trivial Damage;Police;3;1;Not Defined;2;1;Not Defined;5000;500;1000;3500;2008;Y
64;29;250/500;2000;1202.28;0;MALE;High School;exec-managerial;cross-fit;other-relative;0;-61400;Single Vehicle Collision;Side Collision;Minor Damage;Ambulance;4;1;Not Defined;1;2;NO;43700;4370;4370;34960;2007;Y
16;35;250/500;1000;1358.03;0;MALE;JD;sales;chess;own-child;59300;-31400;Single Vehicle Collision;Rear Collision;Total Loss;Other;0;1;NO;2;1;Not Defined;55000;10000;10000;35000;2008;Y
255;43;500/1000;500;984.02;0;FEMALE;JD;transport-moving;board-games;unmarried;75800;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;14;2;Not Defined;2;2;Not Defined;74700;7470;14940;52290;2007;Y
438;57;500/1000;500;1119.29;0;FEMALE;MD;machine-op-inspct;chess;husband;0;0;Single Vehicle Collision;Side Collision;Minor Damage;Police;14;1;Not Defined;0;0;NO;40700;4070;4070;32560;2000;Y
206;42;500/1000;1000;1230.76;0;MALE;High School;machine-op-inspct;yachting;unmarried;0;-74200;Single Vehicle Collision;Rear Collision;Major Damage;Fire;2;1;Not Defined;1;1;NO;78980;7180;14360;57440;1997;Y
239;39;250/500;2000;625.08;0;FEMALE;JD;protective-serv;hiking;wife;44200;-37000;Single Vehicle Collision;Front Collision;Major Damage;Fire;10;1;NO;2;3;YES;87890;15980;7990;63920;2014;Y
330;47;100/300;2000;1133.27;0;FEMALE;High School;craft-repair;chess;wife;0;-56400;Multi-vehicle Collision;Side Collision;Total Loss;Other;20;2;Not Defined;0;2;YES;60500;11000;5500;44000;1999;Y
142;29;100/300;2000;1307.68;0;FEMALE;MD;craft-repair;dancing;husband;0;-48500;Single Vehicle Collision;Rear Collision;Major Damage;Police;10;1;YES;1;2;NO;54360;4530;9060;40770;1995;Y
140;35;100/300;1000;1520.78;0;FEMALE;High School;craft-repair;chess;wife;0;-42900;Parked Car;Not Defined;Trivial Damage;None;5;1;Not Defined;0;2;YES;2860;520;260;2080;1997;Y
34;34;500/1000;500;1295.87;0;FEMALE;PhD;priv-house-serv;chess;husband;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;4;3;Not Defined;1;0;NO;50800;5080;5080;40640;1997;Y
183;38;250/500;500;1543.68;0;FEMALE;Masters;prof-specialty;paintball;not-in-family;20200;0;Single Vehicle Collision;Side Collision;Major Damage;Police;17;1;NO;0;1;YES;51920;9440;4720;37760;2001;Y
16;32;100/300;1000;968.46;0;MALE;MD;tech-support;chess;not-in-family;50800;-66200;Multi-vehicle Collision;Side Collision;Total Loss;Ambulance;0;3;Not Defined;0;2;Not Defined;59400;6600;13200;39600;1995;Y
128;31;100/300;500;1045.12;0;FEMALE;High School;transport-moving;cross-fit;other-relative;0;-28300;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;2;3;NO;0;2;Not Defined;69930;0;15540;54390;2013;Y
356;54;500/1000;500;912.3;0;MALE;College;prof-specialty;yachting;wife;58500;-44000;Multi-vehicle Collision;Front Collision;Major Damage;Other;23;3;NO;2;1;Not Defined;68750;12500;12500;43750;2007;Y
252;39;500/1000;500;1312.22;9000000;MALE;High School;transport-moving;cross-fit;other-relative;0;-33300;Multi-vehicle Collision;Front Collision;Minor Damage;Other;15;3;Not Defined;0;3;NO;59400;11880;5940;41580;2010;Y
435;60;500/1000;500;1064.49;5000000;MALE;Associate;priv-house-serv;chess;other-relative;73500;-43300;Single Vehicle Collision;Front Collision;Total Loss;Ambulance;23;1;NO;2;1;Not Defined;62880;5240;10480;47160;2007;Y
344;51;100/300;1000;959.83;0;FEMALE;Masters;sales;paintball;not-in-family;0;-38700;Multi-vehicle Collision;Side Collision;Major Damage;Fire;18;3;Not Defined;2;2;YES;75400;17400;11600;46400;2006;Y
238;43;250/500;1000;1524.45;4000000;MALE;High School;handlers-cleaners;chess;wife;0;-44800;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;21;4;NO;0;0;NO;42700;4270;4270;34160;1995;Y
313;47;250/500;1000;1556.17;0;MALE;College;prof-specialty;reading;wife;63900;-53300;Single Vehicle Collision;Front Collision;Major Damage;Ambulance;20;1;YES;1;3;NO;40260;3660;7320;29280;1996;Y
199;38;250/500;1000;1281.25;0;FEMALE;High School;tech-support;movies;other-relative;0;-53100;Single Vehicle Collision;Front Collision;Major Damage;Police;6;1;Not Defined;0;2;NO;44440;8080;4040;32320;2007;Y
186;38;250/500;2000;1218.56;0;FEMALE;Masters;transport-moving;video-games;husband;39300;-60300;Multi-vehicle Collision;Front Collision;Total Loss;Police;23;3;YES;2;2;Not Defined;68760;11460;5730;51570;1998;Y
85;31;250/500;2000;1234.69;9000000;FEMALE;MD;tech-support;paintball;husband;0;0;Multi-vehicle Collision;Front Collision;Major Damage;Other;1;2;NO;2;1;Not Defined;74400;14880;7440;52080;2003;Y
162;33;250/500;500;964.92;0;FEMALE;Associate;exec-managerial;base-jumping;other-relative;45700;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;17;4;NO;2;1;NO;35300;3530;3530;28240;1996;Y
270;41;250/500;1000;817.28;0;MALE;High School;sales;cross-fit;unmarried;62200;0;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;17;3;Not Defined;1;1;NO;60190;4630;9260;46300;2014;Y
168;39;500/1000;1000;1389.59;0;FEMALE;Masters;machine-op-inspct;exercise;own-child;0;-42600;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;23;3;YES;1;3;NO;41580;3780;7560;30240;2015;Y
274;45;250/500;1000;1353.53;0;FEMALE;JD;tech-support;cross-fit;unmarried;54700;-47900;Single Vehicle Collision;Side Collision;Minor Damage;Ambulance;13;1;YES;0;0;NO;58500;11700;0;46800;1995;Y
152;33;100/300;1000;840.81;0;FEMALE;High School;farming-fishing;chess;husband;0;0;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;2;1;YES;0;2;Not Defined;82610;7510;7510;67590;2002;Y
46;41;100/300;2000;998.19;0;FEMALE;MD;priv-house-serv;video-games;husband;43700;-66300;Multi-vehicle Collision;Rear Collision;Total Loss;Ambulance;23;3;NO;1;3;Not Defined;78600;13100;19650;45850;2004;Y
276;46;100/300;2000;1090.32;0;MALE;College;handlers-cleaners;chess;husband;0;-70400;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;17;1;NO;1;2;Not Defined;51390;5710;5710;39970;2007;Y
234;44;500/1000;500;1780.67;0;MALE;Associate;other-service;exercise;other-relative;0;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;3;1;NO;1;0;NO;70200;7020;7020;56160;2012;Y
456;62;250/500;1000;1395.77;0;FEMALE;MD;protective-serv;chess;own-child;82600;-49500;Multi-vehicle Collision;Side Collision;Major Damage;Other;13;3;Not Defined;1;3;NO;66480;5540;11080;49860;2012;Y
58;23;500/1000;2000;1471.44;5000000;MALE;High School;transport-moving;reading;own-child;57500;0;Single Vehicle Collision;Rear Collision;Major Damage;Fire;8;1;NO;2;1;NO;50380;4580;9160;36640;2007;Y
96;29;250/500;1000;1274.7;5000000;MALE;College;prof-specialty;hiking;other-relative;47500;-58700;Multi-vehicle Collision;Rear Collision;Major Damage;Ambulance;15;3;YES;2;3;YES;55400;5540;11080;38780;2004;Y
269;41;100/300;2000;1422.21;0;FEMALE;Associate;handlers-cleaners;polo;unmarried;0;-46400;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;21;1;YES;2;1;NO;85900;17180;17180;51540;2005;Y
39;22;500/1000;500;1173.21;0;MALE;JD;farming-fishing;polo;not-in-family;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Police;14;1;YES;0;1;YES;86130;15660;7830;62640;2009;Y
140;32;250/500;1000;985.97;5000000;FEMALE;College;protective-serv;cross-fit;other-relative;0;0;Single Vehicle Collision;Side Collision;Major Damage;Fire;13;1;Not Defined;2;3;Not Defined;82170;14940;7470;59760;1995;Y
243;41;100/300;1000;1129.23;0;FEMALE;College;farming-fishing;camping;own-child;17300;-60400;Single Vehicle Collision;Front Collision;Major Damage;Fire;1;1;Not Defined;1;0;YES;50300;10060;5030;35210;1999;Y
371;50;250/500;1000;1569.33;0;MALE;PhD;machine-op-inspct;board-games;not-in-family;79600;0;Multi-vehicle Collision;Side Collision;Major Damage;Other;2;3;NO;2;1;YES;84500;13000;13000;58500;2011;Y
175;39;500/1000;500;1359.36;5000000;MALE;PhD;exec-managerial;hiking;husband;0;-43600;Multi-vehicle Collision;Front Collision;Major Damage;Other;9;3;YES;2;2;YES;71610;13020;6510;52080;2012;Y
373;55;250/500;500;1607.36;0;MALE;MD;sales;yachting;own-child;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;21;4;Not Defined;0;2;NO;60600;6060;12120;42420;2007;Y
258;41;100/300;500;1042.25;0;MALE;Masters;exec-managerial;reading;unmarried;0;-44400;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;0;3;NO;2;3;NO;81240;6770;20310;54160;2008;Y
440;57;100/300;1000;995.55;5000000;MALE;College;protective-serv;paintball;wife;51500;-52100;Multi-vehicle Collision;Rear Collision;Major Damage;Police;19;3;YES;0;3;Not Defined;68200;12400;12400;43400;2007;Y
264;43;100/300;500;1508.12;6000000;MALE;PhD;craft-repair;basketball;wife;0;0;Multi-vehicle Collision;Rear Collision;Major Damage;Other;0;3;Not Defined;2;1;NO;60750;13500;6750;40500;2015;Y
66;30;500/1000;500;484.67;0;FEMALE;College;adm-clerical;paintball;wife;21100;-60800;Multi-vehicle Collision;Front Collision;Major Damage;Fire;2;3;Not Defined;0;2;YES;65560;11920;11920;41720;2015;Y
335;48;500/1000;2000;1017.97;0;FEMALE;MD;machine-op-inspct;chess;wife;59900;-34800;Multi-vehicle Collision;Front Collision;Total Loss;Police;21;3;NO;0;0;YES;35860;3260;6520;26080;2005;Y
257;40;100/300;2000;1306;0;MALE;Associate;machine-op-inspct;cross-fit;husband;46100;-46900;Multi-vehicle Collision;Front Collision;Major Damage;Ambulance;3;3;YES;2;1;Not Defined;50050;7700;3850;38500;2008;Y
119;34;250/500;500;1299.18;0;FEMALE;College;tech-support;hiking;wife;57100;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;7;1;YES;2;1;YES;45540;8280;8280;28980;1998;Y
84;32;500/1000;500;1694.09;7000000;FEMALE;Associate;prof-specialty;cross-fit;husband;0;0;Single Vehicle Collision;Rear Collision;Total Loss;Other;0;1;YES;0;2;Not Defined;57240;4770;9540;42930;1995;Y
421;56;100/300;500;1935.85;4000000;MALE;Masters;machine-op-inspct;reading;own-child;49500;-81100;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;7;1;Not Defined;2;3;Not Defined;92730;16860;8430;67440;2004;Y
123;29;250/500;500;1209.63;0;FEMALE;Masters;machine-op-inspct;chess;not-in-family;64800;-44200;Single Vehicle Collision;Rear Collision;Minor Damage;Ambulance;17;1;YES;1;0;YES;73260;16280;0;56980;2014;Y
110;33;250/500;1000;1183.48;0;MALE;Associate;other-service;bungie-jumping;husband;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;19;1;Not Defined;2;3;NO;55200;13800;9200;32200;2015;Y
404;56;250/500;1000;1361.16;4000000;FEMALE;Masters;transport-moving;cross-fit;not-in-family;0;-63700;Single Vehicle Collision;Front Collision;Minor Damage;Ambulance;23;1;NO;2;0;YES;53100;5310;5310;42480;2005;Y
250;42;100/300;500;1055.6;0;MALE;High School;exec-managerial;paintball;husband;69500;-40700;Single Vehicle Collision;Rear Collision;Major Damage;Other;16;1;Not Defined;1;1;Not Defined;74800;13600;6800;54400;2009;Y
197;41;500/1000;1000;1324.78;0;FEMALE;PhD;prof-specialty;basketball;not-in-family;0;-64500;Single Vehicle Collision;Front Collision;Major Damage;Police;6;1;NO;2;2;YES;76400;15280;7640;53480;1997;Y
97;26;250/500;1000;1270.55;0;MALE;Masters;protective-serv;chess;unmarried;0;-72100;Multi-vehicle Collision;Side Collision;Total Loss;Other;10;3;YES;2;3;NO;84920;7720;15440;61760;2006;Y
77;26;250/500;2000;785.82;0;MALE;JD;exec-managerial;movies;other-relative;49700;0;Multi-vehicle Collision;Rear Collision;Major Damage;Police;12;3;YES;2;0;Not Defined;69080;12560;6280;50240;2009;Y
9;24;100/300;2000;1304.46;0;FEMALE;PhD;machine-op-inspct;golf;other-relative;51700;-33300;Vehicle Theft;Not Defined;Trivial Damage;None;6;1;NO;0;3;YES;5940;540;1080;4320;2001;Y
185;34;250/500;500;1257.36;0;FEMALE;PhD;armed-forces;movies;husband;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;20;3;YES;1;1;Not Defined;51370;9340;4670;37360;2000;Y
297;48;500/1000;1000;1243.68;0;MALE;Masters;protective-serv;camping;wife;0;-71400;Multi-vehicle Collision;Front Collision;Major Damage;Other;18;3;Not Defined;0;2;Not Defined;54960;6870;0;48090;2002;Y
147;37;500/1000;2000;1375.29;0;FEMALE;Masters;armed-forces;chess;own-child;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;11;3;Not Defined;0;1;Not Defined;56160;6240;6240;43680;2015;Y
427;60;100/300;1000;1178.61;7000000;MALE;MD;craft-repair;board-games;own-child;0;-54400;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;23;1;YES;1;2;YES;90860;12980;19470;58410;2004;Y
282;43;250/500;500;1452.27;0;MALE;MD;farming-fishing;video-games;not-in-family;75800;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;19;1;NO;1;2;NO;46800;4680;9360;32760;2007;Y
218;43;250/500;500;1521.55;0;FEMALE;Associate;priv-house-serv;polo;other-relative;61100;-64500;Single Vehicle Collision;Rear Collision;Major Damage;Fire;18;1;Not Defined;1;3;YES;68200;13640;6820;47740;2003;Y
242;44;500/1000;2000;1396.89;6000000;FEMALE;College;priv-house-serv;chess;other-relative;0;-61600;Multi-vehicle Collision;Front Collision;Minor Damage;Other;15;3;NO;1;2;YES;66900;6690;13380;46830;1999;Y
80;27;500/1000;500;795.31;0;MALE;JD;farming-fishing;skydiving;husband;0;-51000;Multi-vehicle Collision;Rear Collision;Major Damage;Police;16;3;YES;1;3;Not Defined;40810;3710;7420;29680;2000;Y
290;45;100/300;1000;1311.3;0;FEMALE;Associate;machine-op-inspct;chess;wife;38500;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;23;3;YES;0;0;YES;52650;5850;5850;40950;2001;Y
195;37;100/300;1000;1406.52;8000000;MALE;MD;tech-support;base-jumping;unmarried;0;0;Single Vehicle Collision;Side Collision;Major Damage;Ambulance;12;1;NO;0;2;NO;44200;4420;4420;35360;2002;Y
144;37;250/500;2000;1896.91;0;FEMALE;PhD;handlers-cleaners;sleeping;not-in-family;73700;0;Multi-vehicle Collision;Rear Collision;Major Damage;Fire;17;3;YES;1;3;NO;54400;5440;10880;38080;2015;Y
121;34;500/1000;500;1285.42;0;MALE;MD;priv-house-serv;video-games;wife;0;0;Single Vehicle Collision;Front Collision;Major Damage;Fire;11;1;NO;1;1;NO;67300;6730;6730;53840;2000;Y
398;55;250/500;2000;1305.26;0;MALE;MD;farming-fishing;skydiving;wife;66200;-49700;Single Vehicle Collision;Rear Collision;Major Damage;Fire;18;1;Not Defined;1;3;YES;36740;3340;6680;26720;1998;Y
115;31;500/1000;1000;1051.67;0;FEMALE;Associate;exec-managerial;bungie-jumping;not-in-family;0;0;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;18;3;YES;0;3;NO;34160;0;4270;29890;2005;Y
156;38;100/300;500;1367.99;0;MALE;High School;armed-forces;board-games;own-child;26500;0;Multi-vehicle Collision;Front Collision;Major Damage;Fire;23;3;Not Defined;0;3;Not Defined;55200;11040;5520;38640;1998;Y
121;31;100/300;1000;1140.91;0;MALE;Associate;adm-clerical;paintball;other-relative;51300;0;Multi-vehicle Collision;Side Collision;Major Damage;Fire;15;3;NO;1;2;Not Defined;64300;6430;6430;51440;2002;Y
175;36;500/1000;500;1185.44;0;MALE;Masters;exec-managerial;kayaking;not-in-family;44900;-52500;Multi-vehicle Collision;Rear Collision;Major Damage;Police;15;3;YES;2;1;YES;42680;3880;7760;31040;2006;Y
231;37;250/500;500;920.81;0;FEMALE;High School;sales;chess;wife;0;0;Single Vehicle Collision;Rear Collision;Major Damage;Fire;14;1;YES;2;0;Not Defined;71190;0;7910;63280;1997;Y
188;33;250/500;1000;1340.24;0;MALE;High School;protective-serv;chess;own-child;0;-68800;Multi-vehicle Collision;Rear Collision;Minor Damage;Police;8;3;YES;1;0;Not Defined;76010;13820;6910;55280;1995;Y
211;38;250/500;1000;1055.09;0;FEMALE;Masters;transport-moving;video-games;own-child;0;0;Single Vehicle Collision;Front Collision;Total Loss;Fire;12;1;Not Defined;0;3;YES;91520;8320;16640;66560;2005;Y
156;32;250/500;500;1479.48;0;MALE;Masters;prof-specialty;bungie-jumping;unmarried;0;0;Single Vehicle Collision;Front Collision;Major Damage;Other;15;1;YES;1;3;YES;74690;6790;13580;54320;2008;Y
136;32;100/300;500;1169.62;0;FEMALE;JD;sales;yachting;not-in-family;0;0;Single Vehicle Collision;Side Collision;Major Damage;Police;6;1;YES;0;0;NO;55000;10000;10000;35000;2008;Y
310;48;100/300;500;1516.34;0;FEMALE;JD;adm-clerical;sleeping;unmarried;11000;0;Multi-vehicle Collision;Rear Collision;Major Damage;Police;11;4;YES;0;2;NO;59400;13200;6600;39600;1996;Y
154;34;100/300;1000;1041.36;0;FEMALE;JD;priv-house-serv;cross-fit;husband;53100;-43900;Multi-vehicle Collision;Side Collision;Total Loss;Other;18;4;Not Defined;2;3;YES;74360;13520;13520;47320;2005;Y
147;31;250/500;500;1054.92;6000000;FEMALE;PhD;prof-specialty;exercise;own-child;51900;0;Single Vehicle Collision;Front Collision;Major Damage;Other;4;1;Not Defined;0;0;Not Defined;68240;8530;0;59710;2013;Y
279;45;250/500;2000;1333.97;6000000;FEMALE;MD;other-service;bungie-jumping;unmarried;61100;-30700;Multi-vehicle Collision;Rear Collision;Major Damage;Other;21;3;Not Defined;1;0;Not Defined;61050;11100;11100;38850;2011;Y
31;32;100/300;2000;1263.48;4000000;FEMALE;JD;other-service;hiking;wife;46800;-87300;Single Vehicle Collision;Side Collision;Major Damage;Fire;10;1;Not Defined;2;0;Not Defined;63600;5300;10600;47700;1997;Y
163;37;500/1000;1000;1200.33;4000000;FEMALE;High School;craft-repair;cross-fit;own-child;0;-36400;Vehicle Theft;Not Defined;Minor Damage;Police;7;1;Not Defined;2;1;YES;3900;390;780;2730;2008;Y
179;32;100/300;1000;1433.42;6000000;FEMALE;Associate;protective-serv;base-jumping;own-child;53800;0;Single Vehicle Collision;Rear Collision;Major Damage;Police;4;1;YES;1;2;NO;54200;5420;10840;37940;2014;Y
232;44;250/500;2000;1181.64;0;MALE;College;other-service;exercise;wife;25800;0;Single Vehicle Collision;Rear Collision;Major Damage;Fire;22;1;Not Defined;1;1;YES;55400;5540;11080;38780;2002;Y
230;37;500/1000;1000;1060.74;0;MALE;PhD;tech-support;reading;own-child;0;-51500;Single Vehicle Collision;Rear Collision;Major Damage;Ambulance;15;1;YES;2;3;Not Defined;49100;9820;4910;34370;1996;Y
234;41;100/300;500;951.56;0;FEMALE;JD;transport-moving;video-games;wife;59400;-78600;Multi-vehicle Collision;Side Collision;Major Damage;Police;3;3;NO;2;1;Not Defined;98280;15120;7560;75600;2007;Y
266;42;100/300;500;1093.83;4000000;MALE;Associate;adm-clerical;board-games;other-relative;0;-49600;Multi-vehicle Collision;Side Collision;Major Damage;Ambulance;18;3;Not Defined;1;1;NO;53280;4440;8880;39960;2015;Y
230;43;500/1000;2000;1101.83;0;MALE;High School;exec-managerial;cross-fit;other-relative;28900;0;Multi-vehicle Collision;Front Collision;Minor Damage;Police;0;3;Not Defined;0;3;YES;51900;5190;10380;36330;2011;Y
232;42;100/300;500;944.03;0;MALE;College;handlers-cleaners;kayaking;not-in-family;0;-58400;Single Vehicle Collision;Rear Collision;Minor Damage;Other;11;1;YES;2;3;Not Defined;77000;15400;7700;53900;2015;Y
235;39;500/1000;2000;1453.61;4000000;MALE;JD;craft-repair;yachting;other-relative;0;0;Single Vehicle Collision;Side Collision;Major Damage;Other;10;1;Not Defined;0;3;Not Defined;60320;9280;9280;41760;2012;Y
