age;maritalsts;education;balance;hhinsurance;carloan;carinsurance
48;single;secondary;-92;1;0;1
31;divorced;tertiary;254;0;0;1
37;single;primary;0;0;1;0
35;married;tertiary;1250;1;0;0
34;divorced;tertiary;674;1;0;1
29;married;secondary;1074;0;0;0
53;married;tertiary;8627;0;0;0
52;single;secondary;207;0;1;0
61;married;tertiary;6016;0;0;1
39;married;tertiary;-3058;1;1;1
56;married;tertiary;8741;1;0;0
53;married;secondary;6831;0;0;1
75;divorced;primary;3881;1;0;1
52;single;secondary;2398;1;0;1
29;single;tertiary;697;0;0;1
31;single;secondary;-1;1;0;0
32;single;primary;-56;0;1;0
53;divorced;secondary;-163;1;0;0
49;divorced;tertiary;651;0;1;0
47;married;primary;1112;1;0;0
36;married;tertiary;699;0;0;0
58;married;tertiary;1798;1;0;0
50;married;primary;106;0;0;0
32;divorced;tertiary;883;1;0;1
27;married;tertiary;346;0;0;1
60;divorced;secondary;367;0;0;1
46;married;tertiary;841;1;0;0
45;married;tertiary;5110;0;0;1
42;married;tertiary;-378;1;1;0
35;married;secondary;2971;0;0;1
40;married;secondary;694;1;0;0
36;divorced;tertiary;3611;1;0;0
40;married;primary;46;1;0;0
58;married;primary;6762;0;0;0
43;married;primary;2113;0;0;0
39;married;tertiary;20932;0;0;0
36;divorced;secondary;313;1;1;0
40;married;tertiary;1554;0;0;0
29;single;secondary;2;0;0;0
31;single;tertiary;37;0;0;1
44;married;secondary;608;0;0;0
46;married;tertiary;964;1;0;0
70;divorced;primary;275;0;0;1
27;single;secondary;1327;0;0;0
32;single;tertiary;2059;0;0;0
43;married;tertiary;2383;0;0;1
56;married;primary;3391;0;0;1
25;single;tertiary;347;0;0;1
43;married;tertiary;445;0;1;0
38;married;secondary;2678;0;0;1
33;married;secondary;557;0;0;1
33;single;tertiary;7084;0;0;1
54;divorced;tertiary;0;1;1;0
62;divorced;tertiary;6;1;0;1
28;single;secondary;0;1;0;0
25;single;secondary;486;0;0;1
30;single;tertiary;1622;0;0;0
34;single;tertiary;992;1;0;1
36;single;tertiary;1400;1;0;1
39;married;secondary;11835;1;0;1
31;married;tertiary;22546;1;0;0
47;married;secondary;7;0;0;0
32;married;tertiary;132;1;0;0
37;married;tertiary;784;1;0;0
37;married;secondary;1610;0;0;0
54;divorced;tertiary;2682;1;0;0
21;single;primary;423;0;0;1
29;single;secondary;113;0;0;1
58;divorced;secondary;462;0;0;1
50;married;secondary;326;0;0;0
43;married;secondary;378;0;0;1
31;single;secondary;1709;0;1;1
35;married;primary;373;0;0;0
50;married;primary;4979;0;0;1
47;married;secondary;0;1;0;0
42;married;primary;205;1;0;0
53;married;secondary;180;0;1;0
56;divorced;tertiary;13094;0;0;1
35;married;tertiary;43;1;0;1
60;married;secondary;2639;1;0;0
32;single;tertiary;151;0;0;0
41;married;secondary;12;0;1;0
42;married;secondary;160;1;1;0
54;married;tertiary;148;0;1;0
57;married;primary;5799;0;0;0
28;single;primary;198;0;0;1
31;single;tertiary;12569;0;0;1
55;divorced;tertiary;1633;0;0;0
28;single;tertiary;832;0;0;1
58;single;secondary;382;0;0;0
47;single;tertiary;86;0;0;1
60;divorced;tertiary;1900;1;0;0
32;married;tertiary;1331;0;0;1
48;married;secondary;6127;1;0;0
27;single;secondary;8366;0;0;0
50;married;secondary;5312;0;0;0
38;married;secondary;1165;1;0;1
48;married;secondary;0;0;0;0
30;married;secondary;484;1;0;1
31;married;tertiary;792;0;0;1
30;single;tertiary;2832;0;0;0
25;married;secondary;10;1;0;0
45;divorced;secondary;1738;0;0;0
50;divorced;tertiary;1679;1;0;0
38;single;tertiary;455;1;0;1
72;married;secondary;676;0;0;0
37;married;secondary;5334;0;0;0
37;divorced;tertiary;153;1;0;0
40;married;secondary;188;1;1;1
47;married;tertiary;1224;0;0;0
30;single;secondary;40;0;0;0
38;single;tertiary;8953;0;1;0
38;married;secondary;1627;0;0;1
31;married;secondary;8629;1;0;0
44;divorced;tertiary;1070;1;0;1
28;single;secondary;623;0;0;0
43;married;secondary;860;0;0;1
34;single;secondary;1279;1;0;1
30;married;primary;-336;0;0;0
54;married;tertiary;1623;0;0;0
35;married;tertiary;4124;1;0;1
43;single;tertiary;0;0;0;1
36;single;secondary;507;1;0;0
31;single;tertiary;177;1;0;0
39;married;tertiary;722;0;0;0
43;married;tertiary;1825;1;0;0
33;married;secondary;89;1;0;1
31;married;secondary;7;0;0;0
37;single;tertiary;8828;0;0;1
37;divorced;tertiary;488;1;0;1
49;married;secondary;5361;0;0;0
45;divorced;tertiary;6572;1;0;0
43;married;secondary;392;0;0;0
36;divorced;tertiary;1057;0;0;1
34;married;secondary;1;0;1;0
33;single;secondary;1779;1;0;0
30;single;tertiary;0;1;0;1
59;divorced;tertiary;258;1;0;1
48;married;secondary;566;0;0;0
26;single;secondary;44;0;0;1
48;married;secondary;926;0;0;1
46;divorced;secondary;-179;0;0;0
48;married;tertiary;2351;0;0;1
33;married;secondary;336;0;0;1
44;divorced;secondary;275;0;0;1
39;married;tertiary;1524;0;0;1
58;married;tertiary;1692;1;0;0
41;married;secondary;-204;1;0;0
40;married;secondary;5060;0;0;1
43;married;primary;410;1;1;0
49;married;secondary;3608;1;0;1
32;single;tertiary;1531;1;0;0
26;single;secondary;-214;1;0;0
43;married;secondary;1335;1;0;0
37;single;tertiary;1000;1;0;1
51;married;primary;726;1;1;0
46;divorced;secondary;2196;0;0;1
81;married;primary;0;0;0;0
31;married;tertiary;18;1;0;0
53;married;secondary;1319;0;0;1
30;single;tertiary;501;1;0;0
31;married;secondary;352;0;0;0
53;married;tertiary;15;0;0;1
47;divorced;tertiary;1639;0;0;1
56;divorced;primary;694;0;0;1
51;married;tertiary;0;0;0;1
31;married;secondary;525;1;1;0
36;married;secondary;498;1;0;0
30;married;tertiary;102;1;0;1
34;single;tertiary;586;1;0;0
27;single;tertiary;1840;0;0;1
33;married;secondary;333;0;0;0
40;married;tertiary;0;0;0;1
49;married;tertiary;320;1;1;0
35;single;tertiary;916;1;0;1
53;divorced;primary;-1;1;0;0
31;single;primary;406;0;0;1
49;married;tertiary;1912;1;0;0
47;married;secondary;-245;1;0;0
34;single;secondary;513;1;0;0
55;married;tertiary;-375;0;0;1
34;single;tertiary;184;1;0;0
35;divorced;secondary;0;1;1;0
37;married;secondary;790;0;0;0
45;married;secondary;-407;1;0;0
46;married;secondary;5169;0;0;0
43;single;tertiary;2067;1;0;1
34;married;secondary;978;0;0;1
33;married;tertiary;1778;0;0;0
24;single;secondary;9883;0;0;1
29;single;tertiary;985;1;0;1
36;single;secondary;99;0;0;0
29;single;secondary;8079;0;1;0
53;married;tertiary;2269;0;0;1
38;divorced;secondary;-345;1;0;0
56;married;primary;0;1;0;1
45;married;secondary;1623;0;0;0
30;married;primary;-98;1;0;0
44;married;secondary;135;1;0;0
44;divorced;secondary;14;0;0;1
53;single;secondary;925;0;0;1
31;married;tertiary;8312;0;0;0
35;married;secondary;0;1;0;0
35;married;tertiary;7050;0;0;1
52;married;secondary;3622;1;1;0
56;single;secondary;6483;1;0;0
32;married;primary;2114;1;0;0
58;single;primary;26;1;0;0
44;single;secondary;712;1;1;1
41;married;secondary;0;0;0;0
48;married;primary;323;0;0;0
63;married;secondary;1612;0;0;1
33;single;secondary;0;0;0;0
30;married;tertiary;160;1;0;0
53;married;primary;6839;1;0;0
39;married;secondary;62;1;0;1
28;single;secondary;2000;0;0;0
48;married;secondary;513;0;1;1
48;single;secondary;1544;1;0;1
36;married;secondary;608;1;0;0
51;married;primary;1443;0;0;1
50;married;secondary;3176;0;0;1
30;married;tertiary;1235;1;0;0
29;single;secondary;695;0;0;0
38;single;secondary;2751;1;0;0
35;single;tertiary;2646;0;0;1
50;married;tertiary;5124;1;0;0
34;married;secondary;1076;0;0;1
40;married;secondary;471;1;0;1
41;married;tertiary;2487;0;0;0
37;married;secondary;589;1;0;0
42;single;secondary;684;0;0;1
34;married;secondary;0;1;0;0
56;married;secondary;784;0;1;0
35;single;secondary;0;1;0;1
46;married;secondary;926;0;0;1
26;single;tertiary;943;0;0;1
39;single;tertiary;2103;0;0;1
30;single;tertiary;297;0;0;1
39;married;secondary;0;1;1;0
28;single;tertiary;0;1;0;1
26;single;tertiary;10086;0;0;1
34;single;tertiary;144;1;1;0
49;married;tertiary;5887;0;0;1
47;married;secondary;73;0;0;0
39;married;primary;70;0;0;1
32;single;tertiary;388;1;0;0
43;married;tertiary;0;0;0;0
27;single;tertiary;1075;0;0;1
33;single;tertiary;0;0;0;0
60;married;tertiary;2222;1;0;1
55;married;tertiary;7803;0;0;1
32;married;secondary;2;1;0;0
48;divorced;secondary;1266;1;0;0
38;married;secondary;13;0;0;0
50;married;tertiary;388;1;0;0
48;married;secondary;0;0;0;0
31;married;secondary;625;1;0;1
37;single;secondary;238;1;0;0
24;single;secondary;1421;1;0;0
48;single;tertiary;-295;0;1;0
32;single;tertiary;6746;0;0;1
36;married;secondary;328;0;0;0
33;single;tertiary;383;1;0;0
37;married;secondary;5447;1;1;1
71;married;secondary;5715;0;0;1
33;single;secondary;1254;1;0;0
26;divorced;secondary;-295;1;0;0
37;single;tertiary;0;0;0;1
35;single;tertiary;1494;1;0;0
35;married;secondary;978;0;0;1
36;single;secondary;101;1;1;0
32;married;secondary;-124;0;0;0
32;single;tertiary;64;0;0;1
48;single;tertiary;334;1;0;1
50;divorced;secondary;376;0;0;0
35;married;secondary;0;1;1;0
41;married;tertiary;0;0;0;1
29;single;tertiary;455;0;0;1
54;divorced;primary;351;1;0;1
52;married;secondary;1033;0;0;0
37;married;secondary;775;0;1;1
23;single;secondary;150;1;1;0
57;single;tertiary;2528;1;1;0
42;single;secondary;1080;1;1;1
34;married;secondary;445;0;0;0
27;single;tertiary;5291;0;0;1
55;married;secondary;127;1;0;1
53;married;tertiary;1624;0;0;1
32;single;secondary;0;0;0;1
41;married;secondary;0;1;0;0
57;married;secondary;0;1;0;0
54;married;primary;1659;0;0;0
35;married;tertiary;71;1;0;0
54;married;secondary;812;1;1;0
52;married;secondary;955;0;1;1
32;single;tertiary;6542;1;0;1
22;single;tertiary;691;0;0;1
75;married;secondary;6053;0;0;0
36;married;secondary;0;1;0;0
31;married;primary;224;1;0;0
40;divorced;tertiary;568;1;0;1
43;single;primary;999;1;0;0
36;single;secondary;651;0;0;1
36;married;secondary;1772;0;0;1
51;married;secondary;1178;0;0;0
33;divorced;tertiary;-255;1;1;0
33;married;tertiary;0;0;0;0
36;married;primary;0;0;0;1
41;married;tertiary;217;0;0;0
34;married;tertiary;115;1;0;0
53;married;secondary;-71;1;0;0
30;married;secondary;486;1;0;1
86;divorced;primary;0;0;0;1
35;married;secondary;0;0;0;0
42;married;secondary;68;1;0;0
27;single;primary;377;0;0;1
30;divorced;secondary;10;1;0;1
29;single;secondary;67;0;0;1
50;married;secondary;2376;1;0;1
44;married;secondary;647;1;0;0
34;married;tertiary;176;0;0;0
35;married;tertiary;163;1;0;0
35;single;tertiary;1396;1;0;1
30;married;secondary;0;1;1;1
43;divorced;tertiary;350;1;0;0
34;single;secondary;1279;1;0;1
30;married;tertiary;3192;1;0;0
33;married;tertiary;130;0;0;0
48;married;tertiary;0;1;0;0
39;divorced;secondary;892;1;0;0
57;married;tertiary;2326;0;0;1
32;single;secondary;551;1;0;0
39;married;tertiary;119;1;0;1
38;married;secondary;0;1;0;1
53;married;secondary;380;1;1;0
41;married;secondary;290;1;0;0
26;married;secondary;1595;0;0;0
31;married;tertiary;3338;1;0;1
54;married;tertiary;2960;1;0;0
29;married;secondary;0;1;0;0
43;married;primary;4844;1;0;0
41;married;secondary;0;1;1;1
42;married;primary;201;1;0;1
28;married;secondary;3;1;0;0
30;single;tertiary;0;0;0;0
34;single;tertiary;431;0;0;0
41;single;secondary;92;0;0;1
58;married;tertiary;8014;1;0;0
36;married;secondary;402;1;0;0
57;married;primary;2234;0;0;0
25;single;tertiary;0;0;0;0
57;divorced;tertiary;6519;0;0;0
27;single;secondary;2015;0;0;0
35;single;secondary;0;1;0;1
38;married;secondary;776;1;0;0
53;married;secondary;0;1;0;0
30;single;secondary;81;1;0;0
34;married;tertiary;3160;1;0;0
35;married;secondary;871;1;0;0
37;married;secondary;590;1;0;0
51;married;secondary;502;0;0;0
95;divorced;primary;2282;0;0;1
49;married;secondary;400;0;0;0
42;married;primary;128;0;0;0
55;married;secondary;0;1;1;1
49;divorced;secondary;848;1;0;0
41;married;tertiary;328;1;0;0
45;married;tertiary;-114;1;0;0
55;married;secondary;0;0;0;0
51;married;tertiary;346;0;0;1
53;married;secondary;468;1;0;0
41;divorced;secondary;490;1;0;0
49;married;tertiary;2881;0;0;1
54;married;secondary;582;1;0;1
27;single;secondary;90;0;0;0
28;married;secondary;633;0;1;0
28;married;secondary;1021;1;0;0
42;married;primary;-581;1;0;0
62;married;secondary;2917;0;0;0
31;single;secondary;942;0;0;0
28;single;secondary;2;1;0;1
55;divorced;secondary;-268;0;1;1
40;married;secondary;99;0;0;0
24;single;tertiary;2984;1;0;1
32;single;tertiary;935;0;0;1
36;single;secondary;9149;1;0;0
32;married;tertiary;653;0;0;1
52;married;secondary;531;0;0;0
46;married;secondary;12186;0;0;0
27;married;secondary;4333;0;0;1
46;single;secondary;198;1;0;0
33;single;tertiary;1636;1;0;1
31;married;secondary;0;1;0;0
25;single;secondary;154;0;0;1
27;single;secondary;598;1;0;0
48;married;tertiary;342;0;0;0
41;married;tertiary;1536;0;0;1
45;married;secondary;149;1;0;1
47;married;secondary;1123;0;1;0
36;married;tertiary;5367;0;0;0
20;single;secondary;162;0;0;0
23;single;secondary;492;1;0;1
35;married;tertiary;2999;0;0;1
41;married;secondary;1384;1;0;1
57;married;primary;162;1;0;0
36;married;tertiary;549;1;0;0
48;married;secondary;-509;0;1;0
28;single;secondary;339;0;0;1
41;single;primary;216;0;0;1
86;single;secondary;614;0;0;1
30;single;secondary;958;0;0;0
23;married;secondary;272;0;0;1
47;married;secondary;367;1;0;1
39;married;tertiary;1293;0;0;1
58;married;secondary;3399;0;0;1
56;divorced;secondary;985;0;1;0
36;married;secondary;1207;1;0;1
49;married;primary;78;0;0;0
45;married;tertiary;31472;0;0;1
56;divorced;tertiary;1263;1;0;0
63;married;primary;2287;0;0;0
56;divorced;primary;3;0;0;0
32;married;tertiary;958;1;0;0
59;single;tertiary;684;0;0;0
55;married;secondary;10185;0;0;0
43;married;tertiary;591;1;0;0
67;divorced;tertiary;443;0;0;1
30;single;tertiary;699;1;0;0
37;divorced;tertiary;-42;1;0;1
44;married;tertiary;4580;1;0;1
23;single;tertiary;1807;0;0;1
31;married;tertiary;1134;0;0;0
46;divorced;tertiary;477;1;0;0
25;single;secondary;3713;0;0;1
49;married;primary;816;1;0;0
49;married;primary;-37;0;0;0
51;married;tertiary;248;1;1;0
78;married;tertiary;1204;0;0;1
40;married;primary;2495;1;0;0
35;single;tertiary;4;1;0;0
27;single;secondary;2;1;1;1
32;single;tertiary;1743;1;0;0
29;divorced;secondary;-7;1;0;1
39;divorced;secondary;42;1;0;0
46;married;secondary;57;0;0;1
35;married;secondary;2897;0;0;0
69;divorced;primary;482;0;0;1
60;married;secondary;0;0;0;0
52;divorced;secondary;36;1;1;1
26;single;tertiary;199;1;0;0
41;married;secondary;158;1;0;0
35;single;secondary;907;1;1;0
38;married;primary;362;1;0;0
48;married;tertiary;0;0;0;1
19;single;secondary;96;0;0;0
59;married;secondary;1675;0;1;0
43;single;tertiary;1046;0;0;1
27;single;secondary;-3;1;0;0
33;married;secondary;133;0;0;1
54;married;tertiary;153;0;0;0
30;single;tertiary;-63;1;0;0
52;married;primary;306;1;0;1
40;married;secondary;260;1;0;1
44;married;secondary;3348;0;1;0
44;single;primary;1059;0;0;1
47;married;secondary;794;1;1;0
35;married;secondary;2135;0;0;0
53;married;tertiary;0;0;0;0
49;married;secondary;10250;1;0;1
33;single;tertiary;538;1;0;0
40;divorced;tertiary;205;0;0;0
32;married;tertiary;2516;0;0;0
40;married;secondary;0;1;0;1
31;married;secondary;35;0;0;1
49;married;secondary;880;1;1;0
34;divorced;secondary;-251;0;0;1
45;married;tertiary;7154;1;0;0
58;married;tertiary;925;1;0;0
56;divorced;primary;1238;0;0;1
38;single;secondary;1655;0;0;0
65;married;primary;1004;0;0;1
48;married;secondary;0;0;0;1
46;married;secondary;4780;1;0;0
35;married;tertiary;1383;0;0;0
38;divorced;primary;2064;1;0;0
68;married;secondary;445;0;0;1
32;divorced;secondary;410;1;0;0
31;single;secondary;222;1;0;0
54;divorced;secondary;1613;1;0;0
39;single;tertiary;763;0;0;1
28;single;secondary;4229;1;1;0
32;married;primary;1261;1;0;0
36;married;secondary;3268;0;0;0
44;divorced;secondary;982;1;0;1
34;married;tertiary;0;0;0;0
49;single;primary;87;1;0;0
33;single;tertiary;484;1;0;0
53;married;secondary;4930;0;1;0
37;single;secondary;0;1;1;0
28;single;secondary;2954;1;0;0
40;married;primary;644;1;0;0
29;single;secondary;382;0;0;1
27;married;tertiary;2855;0;0;1
78;divorced;secondary;631;0;0;0
32;married;primary;91;1;0;0
27;single;secondary;126;1;1;0
55;single;tertiary;1513;1;0;0
34;married;secondary;0;1;0;1
42;single;secondary;417;0;0;0
48;married;secondary;1;0;0;0
28;single;tertiary;0;1;0;1
49;divorced;secondary;124;1;1;0
27;single;secondary;-400;0;1;0
36;single;tertiary;658;1;0;0
45;married;primary;137;1;0;0
